"UPALNR";"ARTIKELNR";"Reichweite_Tage"
"8363192400";R909242833;3
"8364203648";R902273109;3
"8360331550";R902227392;3
"8365562096";R902124354;3
"8361853181";"03750800ET0001";3
"8361841454";"07322200ET0001";3
"8364756953";R902273248;3
"8364630321";R902295165;3
"8361245917";R909242762;3
"8365058964";R902118163;3
"1039091199";"02866230ET0001";3
"8364771475";"06877500ET0001";3
"8361473396";"02080500ET0001";3
"8361863357";"05741000ET0001";3
"8364339934";"03739600ET0001";3
"8365156080";R902015660;3
"8365059121";"03396300ET0001";3
"8360875474";R902103189;3
"8365453424";"01840800ET0001";3
"8364512023";R902152919;3
"8359261356";R902258310;3
"8356728166";R902269225;3
"8365359733";"02334510ET0001";3
"8364361676";"09153000ET0001";3
"8343258300";R910519596;3
"8363348579";"08965430ET0001";3
"8364149403";"000000000000123596";3
"8362461149";"09145920ET0001";3
"8364580992";R902269317;3
"8365317559";R902154181;3
"8365730297";R902191837;3
"8365203159";R902279089;3
"8363141651";R902005056;3
"8362878770";R909243266;3
"8361601812";R902272363;3
"8341421171";R902579753;3
"8364219205";R909921936;3
"8365304696";R902269225;3
"8364876590";"000000000000170452";3
"8361846794";R902117357;3
"8365278591";R902603442;3
"8364559455";R909243266;3
"8341417860";R902437463;3
"8363184214";"01818800ET0001";3
"8364772663";"05871700ET0001";3
"8363288523";R902269225;3
"8362973802";R902273414;3
"8365424318";R902015660;3
"8365279314";R902603442;3
"8364500822";"04459200ET0001";3
"8365040846";R902169413;3
"8363750389";"02237420ET0001";3
"8364999008";R902115384;3
"8362954047";"07048800ET0001";3
"8364450356";"05698020ET0001";3
"8365156073";R902015660;3
"8363802095";R902191308;3
"8365002769";R902273109;3
"8362207464";R902152585;3
"8365633543";R902118914;3
"8361829476";"07058110ET0001";3
"8360443512";R902291599;3
"8364498686";R902253250;3
"8365066457";"06349100ET0010";3
"8365557214";R902077316;3
"8364873056";R902118163;3
"8362297939";"01840800ET0001";3
"8364350908";R902158813;3
"8365589390";R902491348;3
"8360443529";R902291599;3
"8361295899";R902103595;3
"8341042208";R902273950;3
"8365556859";R902077316;3
"8363802521";R902272377;3
"8365136556";R902253246;3
"8365616386";"07258600ET0001";3
"8365083805";"03954200ET0001";3
"8365563680";R902246074;3
"8361835552";R909150669;3
"8361889203";"07934800ET0001";3
"8362195983";R909242762;3
"8364851993";"03215080ET0001";3
"8314973393";R909154399;3
"8365489690";"05974800ET0001";3
"8364361676";"02083800ET0001";3
"8365374613";"03766600ET0001";3
"1039552744";R902460826;3
"8354253196";R902278288;3
"8363802125";R902191308;3
"8364139503";"05234400ET0001";3
"8362927829";R902249074;3
"8364429758";R902103121;3
"8363617002";R902306808;3
"1039353679";R902048726;3
"8347773588";R902585138;3
"8364158955";R902279089;3
"8365230803";R902105303;3
"8361257460";"01275300ET0001";3
"8336111179";R910909028;3
"8363666574";"01700100ET0001";3
"8360220533";"03955000ET0001";3
"8363033024";R902072562;3
"1039552812";"00346100ET0001";3
"8265553392";R902025524;3
"8365460880";R902249198;3
"8362878688";R909243266;3
"8363078476";R902089436;3
"8363181411";"01877200ET0001";3
"8365452878";R902436822;3
"8361722753";"03156600ET0001";3
"8363074386";R902103595;3
"8365041942";R902283563;3
"8365545617";R902077316;3
"8364765870";R902249076;3
"8364038783";R902089436;3
"8362195990";"07767180ET0001";3
"8364999015";R902115384;3
"8364763128";"05728700ET0001";3
"8360463862";"05378900ET0001";3
"8364595170";R902295165;3
"8364616974";R902042198;3
"8352670803";R902191259;3
"8365040860";R902273248;3
"8362881848";R902209708;3
"8365093576";R902022014;3
"8364497948";R902291599;3
"8358074889";R909087121;3
"8365156066";R902015660;3
"8364541382";R902400562;3
"8363612632";R909154687;3
"8363803887";R902089436;3
"8359971729";R909243435;3
"8364999022";R902115384;3
"8362467639";"04929900ET0001";3
"8304299458";R902124330;3
"8361668518";"08644700ET0001";3
"8363192370";R909242833;3
"8365493055";"08933660ET0001";3
"8364498693";R902253250;3
"1039091205";"01177720ET0001";3
"8363923295";R902213073;3
"8357042513";R902037985;3
"8364432642";R902581351;3
"8360331604";R902251298;3
"8364854604";R902277524;3
"8364630543";R902118163;3
"8362604942";R902195232;3
"8350069722";R902117577;3
"8362048845";"000000000000120391";3
"8364776708";"03543700ET0001";3
"8362204388";R902273985;3
"8360242337";R902235599;3
"8360239177";R902035932;3
"8365088930";"00070100ET0001";3
"8363638731";R902103595;3
"8365184366";"06462120ET0005";3
"8361033804";R902077956;3
"8363874825";"00582800ET0001";3
"8362760402";R902020444;3
"1039552591";"05904200ET0001";3
"8361320126";R909444415;3
"1039091410";"09138800ET0001";3
"8364498662";R902253250;3
"8362173592";R902154259;3
"8365355018";"02595610ET0001";3
"8364875302";R902279092;3
"8364002302";R902581351;3
"8361596118";R902099969;3
"8364734654";"07107040ET0001";3
"8312451145";R902120463;3
"8363803870";R902089436;3
"8364003538";"02642300ET0001";3
"8361485962";"0B268100ET0001";3
"8347549299";R910971053;3
"8362766411";R902269327;3
"8362664649";"00162800ET0001";3
"8363192363";R909242833;3
"8362878732";R909243266;3
"8363610805";R902015628;3
"8365351102";R902230854;3
"8365230803";"00199900ET0001";3
"1037814868";R902101349;3
"8360999835";R902126532;3
"8360036011";R902262035;3
"8365057882";R902118626;3
"8362878817";R909243266;3
"8364498709";R902253250;3
"8363473493";"01459700ET0001";3
"8365589437";R902491348;3
"8361827496";R902115320;3
"8362894282";R909921893;3
"8365002035";R902279089;3
"8364741683";R902077316;3
"8365617239";R902153097;3
"8365581622";R902132110;3
"8365566339";R909154344;3
"8363660329";"04680450ET0025";3
"8363318060";R902073902;3
"8365589314";R902110016;3
"8365170321";R902021905;3
"8365010412";"0B071100ET0001";3
"8360896509";R902118163;3
"8364618206";R902273899;3
"8363913616";"03025600ET0001";3
"8363944412";R902213073;3
"8365317566";R902154181;3
"8365447874";R902280197;3
"8363761866";"01537700ET0001";3
"8363352781";R902295081;3
"8365592819";R909243333;3
"8364038776";R902089436;3
"8364444997";"09353100ET0001";3
"8364615120";R902269317;3
"8361722852";R902025526;3
"8364753969";R902273248;3
"8364030589";R902279089;3
"8361634476";R902273554;3
"8365354035";"05393600ET0025";3
"8363910677";R902251265;3
"8365624534";R902272378;3
"8362240065";R902251432;3
"8365356732";"08523700ET0001";3
"8363086495";R902272365;3
"8362756764";R902295165;3
"8360336173";"0510765129";3
"8363751157";R902279073;3
"8356080332";R902040448;3
"8360239689";R902196971;3
"8348397448";R902436103;3
"8365304689";R902269225;3
"8362883194";R902103500;3
"8364773110";"09048600ET0025";3
"8362724701";R902235593;3
"8361030896";R902118163;3
"8365616249";R902273248;3
"8361596484";R902226759;3
"8365304573";R909242762;3
"8363477200";R902272359;3
"8362723780";R902126532;3
"8365579957";R902158812;3
"8363279965";"000000000000166633";3
"8360896523";R902118163;3
"8361295905";R902103595;3
"8364848184";R902154259;3
"8362310812";"04859100ET0001";3
"8357257818";R902269225;3
"8360275366";R902132110;3
"8355454660";R902040533;3
"8364429055";R902295081;3
"8364764200";R902279073;3
"8365606912";R902213209;3
"8365424301";R902015660;3
"8362777394";"07131830ET0001";3
"1039091564";R902030452;3
"8365571999";R902249016;3
"8365332811";"02262200ET0001";3
"8361753450";R902191308;3
"8362878763";R909243266;3
"8361044299";R902251265;3
"8365424325";R902015660;3
"8364014961";R902257155;3
"8363956507";R902036859;3
"8364498655";R902253250;3
"8364630314";R902295165;3
"8364702059";R902289402;3
"8364873049";R902118163;3
"8365627061";"09820900ET0001";3
"8363668141";R902136069;3
"8364559400";R909242762;3
"8365628303";"08631100ET0001";3
"1039091144";"000000000000114978";3
"8364774049";"07383400ET0001";3
"8363604538";R902235593;3
"8365572514";"0510725105";3
"8363443151";"000000000000174622";3
"8365557092";R902118530;3
"8365314176";"09678800ET0001";3
"8363875020";"05728700ET0001";3
"8363640451";R902272388;3
"8363419675";R902269324;3
"8361119386";R909154293;3
"8365300629";R902020313;3
"8363371898";R902291341;3
"8359818673";R902119899;3
"8365279222";R902603442;3
"8364832107";"09391000ET0001";3
"8357769588";R909651487;3
"8364734487";R909651109;3
"8363227942";R902021906;3
"8360346295";R902118163;3
"8361774684";R902248899;3
"8364421226";"00430700EL0020";3
"8363192295";R909242833;3
"1039097757";"01351100ET0001";3
"8363802156";R902191308;3
"8364765689";R902295165;3
"8362362101";R902191308;3
"8363734976";R909921938;3
"8364213715";"00170400ET0005";3
"8364701427";"08511100ET0001";3
"8365729413";"09457500ET0001";3
"8357257795";R902269225;3
"8362612060";"03326400ET0001";3
"8365136051";R902099969;3
"8362196003";R909242762;3
"8362467509";R902277806;3
"8362195976";R909242762;3
"8365206891";"00566710ET0001";3
"8365304597";R909242762;3
"8365511964";"02152100ET0001";3
"8365490412";R902235593;3
"8365425070";R902308750;3
"8363192349";R909242833;3
"8363752819";R902582706;3
"8365581912";R902289179;3
"8364158962";R902279089;3
"8361753443";R902191308;3
"8362369063";"03060960ET0001";3
"8365579834";R902106503;3
"8363183828";R902249252;3
"8363167088";R902106503;3
"8365238939";"01540810ET0001";3
"8365450201";R902972082;3
"8364727397";R902118894;3
"8363604545";R902235593;3
"8362632938";R902269309;3
"8364580190";R902118684;3
"8347773588";R910922438;3
"8364559394";R909242762;3
"1039091830";R909154687;3
"8359012262";R909651200;3
"8365203135";R902279089;3
"8365304641";R909242833;3
"1039091304";R902139477;3
"8365343480";"08728300ET0001";3
"8364727427";R902118894;3
"8359503500";R902276038;3
"8364873018";R902118163;3
"8363192271";R909242833;3
"8365136082";R902099969;3
"8364599642";R902295081;3
"8348591013";R902101968;3
"8364605572";R902077316;3
"8365627061";"06167700ET0001";3
"8354429492";R902283937;3
"8364875371";R902273109;3
"8338831389";R902584329;3
"8363814135";"000000000000134833";3
"8361245900";R909242762;3
"8363348364";"09064500ET0001";3
"8363192356";R909242833;3
"8363477637";R902068026;3
"8363192325";R909242833;3
"8365075619";R902273109;3
"8365579810";R902106503;3
"8364554672";R902295175;3
"8365487221";"04898900ET0001";3
"8364595132";R902249121;3
"8365483582";"03817520ET0001";3
"8364486225";"07519700ET0001";3
"8364195844";R909921430;3
"8362460395";C510273;3
"8365449823";R902077316;3
"8361030919";R902118163;3
"8365351652";R902118684;3
"8364497962";R902291599;3
"8365304627";R909242833;3
"8361030902";R902118163;3
"8363192394";R909242833;3
"8365356732";"01989300ET0001";3
"8362196010";R909242762;3
"8365472807";"01080300ET0001";3
"8363240644";"03859700ET0001";3
"8363666482";R902269309;3
"8364559332";R909242443;3
"8365058957";R902118163;3
"8365304634";R909242833;3
"8359819953";R902094192;3
"8363760418";R902272270;3
"1012269492";S671.090.253:009;3
"8363192318";R909242833;3
"8365480963";"0B588300ET0001";3
"8363434739";R902138409;3
"8365448048";R902025136;3
"8364367616";R902118684;3
"8363464040";R902295161;3
"8362047473";"08229600ET0001";3
"8346908103";R901036556;3
"8348607301";R902105645;3
"8356613646";R902049952;3
"8364580305";R902277524;3
"8363648969";R902191299;3
"8365572910";"0510765129";3
"8365379373";"00088320ET0001";3
"8365278577";R902603442;3
"8363893123";"06481400ET0001";3
"8362195921";R909242762;3
"8364445017";R902603908;3
"8365619073";R902162408;3
"8360896493";R902118163;3
"8364203976";R902118684;3
"8365709057";R902048381;3
"8361859695";R902191308;3
"8363380807";R902107489;3
"8344744291";R902593521;3
"8365355018";"04707610ET0001";3
"8365046237";R902118684;3
"8365512411";"09295600ET0001";3
"8348501371";R910514411;3
"8356728142";R902269225;3
"8362195914";R909242762;3
"8361668518";R902007711;3
"8364204263";R902118684;3
"8363288462";R902269225;3
"8363355416";"05772100ET0001";3
"8343802855";R909444848;3
"8361644741";R902272229;3
"8365506052";"07071200ET0001";3
"8364170995";"05850700ET0001";3
"8360235483";R902042027;3
"8365043236";R902153097;3
"8265130395";R902020313;3
"8364630536";R902118163;3
"8362448775";R902222988;3
"8361601805";R902272363;4
"8364623859";"01066230ET0010";4
"8364164154";R902079375;4
"8360848072";R902253248;4
"8365224963";R902272365;4
"8365544108";"06347600ET0001";4
"8364864856";"03621200ET0001";4
"8265130265";R902020313;4
"8364765597";R902295048;4
"8364444737";R902272355;4
"8363874603";R902280205;4
"8364875586";"000000000000142367";4
"8363465702";R902601626;4
"8363311757";R902291210;4
"8363311719";R902272100;4
"8365205481";R902252373;4
"8364585195";"07463700ET0001";4
"8357745964";R909922132;4
"8363672759";R902082202;4
"1039539561";"01081300ET0001";4
"8364618183";R902273899;4
"8355454653";R902040533;4
"8363890542";R902273554;4
"8357544604";R909921043;4
"8365430913";"07763190ET0025";4
"8340449749";R928045348;4
"8363803955";R902191385;4
"8364497993";R902291599;4
"8362883217";R902103500;4
"8363005045";R902248777;4
"8364701465";R902289190;4
"8364144538";"000000000000166290";4
"8355254024";R902118397;4
"8364160095";R902272293;4
"8364488298";R902039735;4
"8360443451";R902291599;4
"8345583028";R910943565;4
"8355952708";R902252429;4
"8363080851";R902162408;4
"8365425025";R902252373;4
"1039091328";R902228621;4
"8364760363";R902188386;4
"8363355638";"03322300ET0001";4
"8346536689";R910925455;4
"8364889668";R902273806;4
"8365490313";R902158812;4
"8365493055";R902016388;4
"1039446623";"01994000ET0001";4
"8364851603";R902169413;4
"8364444744";R902272355;4
"8362924613";R902191385;4
"8361243098";R902126772;4
"8365041690";R902272792;4
"8361777210";R902260901;4
"8362951244";R902124756;4
"8363269058";"04604100ET0001";4
"8354718817";R902078955;4
"8364133327";R913009057;4
"8265561298";R902020312;4
"8360697618";R909243433;4
"8360470549";R902191127;4
"8265553460";R902025524;4
"8362327735";R902273554;4
"8264866691";R902020313;4
"8308698202";R910987698;4
"8361589134";R902154259;4
"8362922190";R902273993;4
"8365593786";R902126772;4
"8365205382";R902010541;4
"8363477477";R902272362;4
"8365561167";R902273554;4
"8363419361";R909156605;4
"1039539233";"000000000000151604";4
"8364482241";"05381400ET0001";4
"8358488914";R902049037;4
"8364149755";"000000000000130019";4
"8356602817";R902063765;4
"8361596156";R902099969;4
"8347400194";R902078207;4
"8363620309";"05672060ET0001";4
"8365297639";"03560310ET0001";4
"8362461262";R902154259;4
"8298041408";R902020312;4
"8363666932";R902272229;4
"8365424196";R902010541;4
"8364187344";R902437310;4
"8363655172";R902603442;4
"8362327179";R902276145;4
"8363603456";"04722300ET0001";4
"8361587956";R902154259;4
"8362365553";R902077808;4
"8363160126";R902272359;4
"8364889521";R902273806;4
"8348374494";R902587238;4
"8365205283";R902047683;4
"8365624503";"0B629310ET0001";4
"8365326667";R902114460;4
"8362457296";R902154259;4
"8362615634";"06495000ET0001";4
"8364192898";R902253248;4
"8123789925";R902400878;4
"8364748026";"05375200ET0001";4
"8365029735";R902603442;4
"8363740939";R909921550;4
"8364757547";"07019470ET0001";4
"8364193864";R902099974;4
"8298042177";R902020312;4
"8360377428";R902272229;4
"8365343336";R902213209;4
"8359109740";R902288710;4
"1039091472";"000000000000174089";4
"8264867933";R902020313;4
"8364165830";R902603786;4
"8364475885";"06876000ET0006";4
"8362328213";R902292642;4
"8364192867";R902253248;4
"8365341837";R902566658;4
"8363146960";R909921549;4
"8363218773";R902273554;4
"8363648921";R902191299;4
"8365581370";R902237832;4
"8360376612";R902242563;4
"8265135208";R902020312;4
"8363086600";R902272359;4
"8361827205";R902103500;4
"8363584441";"06901900ET0001";4
"8365010627";R902235593;4
"8364855762";R902276145;4
"8365164276";"05336000ET0001";4
"8364585348";R902279502;4
"8361515195";R902278172;4
"8360705948";R902188478;4
"8297737074";R902253250;4
"8361596163";R902099969;4
"8363217004";R902272793;4
"8364466449";R909921550;4
"8363328663";R902025583;4
"8361587963";R902154259;4
"8363896629";"07573140ET0010";4
"8358473521";R902152566;4
"8364055865";R902601626;4
"8364329492";R902276002;4
"8363080875";R902162408;4
"8364726505";R902299850;4
"8365587266";R902004873;4
"8364331358";R902272140;4
"8364181403";R902025586;4
"8363435293";"06711100ET0001";4
"8361853181";"04404900ET0001";4
"8365168014";R909650811;4
"8362772139";R902273554;4
"8363648938";R902191299;4
"8363420473";"04926410ET0001";4
"8363735805";R913009057;4
"8363776150";R902071192;4
"8364133310";R902603908;4
"8364862425";R902272365;4
"8364828179";R902248777;4
"8358137409";R909831337;4
"8361871253";R902033682;4
"8365233224";"04849900ET0006";4
"8360435371";R902278459;4
"8363732125";R909921936;4
"8364498006";R902291599;4
"8363787651";R902601626;4
"8364476196";"02148000ET0001";4
"8360274697";R902106503;4
"8352422617";R902157315;4
"8358043953";R902737509;4
"8364193772";R902099974;4
"8363665362";"07645910ET0001";4
"8363639622";R909445050;4
"8362756726";R902273985;4
"8343371368";R910932172;4
"8362639319";R902124756;4
"8365424196";"000000000000154204";4
"8365589314";"00743910ET0001";4
"8361301507";R909922179;4
"8358706810";R913058071;4
"8361753764";R909445050;4
"1039091274";R902272957;4
"8362784910";"08757900ET0001";4
"8363477491";"09394800ET0001";4
"8343636245";R902408952;4
"8364204928";R902071295;4
"8364210219";R902036677;4
"8365724500";"06495000ET0001";4
"8362929540";R909445050;4
"8365341240";R909443201;4
"8363004970";R902248777;4
"8365589192";R902272100;4
"8358743075";R902249166;4
"8360052288";"09305800ET0001";4
"8364193857";R902099974;4
"8363729200";"04900410ET0001";4
"8364192829";R902253248;4
"8362339998";R902273985;4
"8361514402";R902087979;4
"8362242533";R902051329;4
"8365077316";R902276008;4
"8360231829";R902253246;4
"8362728242";R902272355;4
"8365233194";"08517800ET0001";4
"8365593779";R902126772;4
"8363303066";R902103500;4
"8362505362";R902269324;4
"1039091274";"01253120ET0001";4
"1039090918";R902119470;4
"8364042766";R902000693;4
"8364193826";R902099974;4
"8362922176";R902273993;4
"8364192874";R902253248;4
"8349285102";R902278203;4
"8363732484";"02009410ET0001";4
"8365183017";"02040000ET0001";4
"8365334907";R902191299;4
"8360357253";R902283745;4
"8364193833";R902099974;4
"8362294211";"06503500ET0001";4
"8363272928";"0B150300ET0001";4
"8365572002";R902249016;4
"8363610423";R909921417;4
"8363167118";R902106503;4
"8299220239";R902034801;4
"8363750464";R902114460;4
"8362929106";R909443002;4
"8362612060";R902213073;4
"8365627061";R902448330;4
"8362240249";"04347900ET0001";4
"8361596132";R902099969;4
"8365164603";R902490712;4
"8365423885";R902299850;4
"8363237941";R902039737;4
"8361970369";R902272355;4
"8363355416";"03322300ET0001";4
"8361152970";R909921382;4
"8365616478";"01304800ET0001";4
"8362749216";R902269324;4
"8356231413";R902235585;4
"8365460668";R902249166;4
"8365168168";R902169413;4
"8356202741";R902191493;4
"8364700321";R902289187;4
"8360443482";R902291599;4
"8356305053";R902293398;4
"8333162822";R902099969;4
"8365027946";R902279600;4
"8365088930";R902119470;4
"8360848188";R902253246;4
"8364608498";"01477310ET0001";4
"8365078177";R902114453;4
"8363164063";R902045034;4
"8364371897";R902273806;4
"8365640848";R902448327;4
"8361042035";R902124756;4
"8362327254";R902276145;4
"8364183940";R902260595;4
"8363240545";R909154398;4
"8364015654";R902273006;4
"8360486809";R902188478;4
"8361827212";R902103500;4
"8364828568";R902248777;4
"8363646651";R902283210;4
"8363648945";R902191299;4
"8364343313";"08355480ET0001";4
"8364193819";R902099974;4
"8363348845";"000000000000119536";4
"8357412217";R902249052;4
"8359380675";R902295249;4
"8362362767";R902249174;4
"8362954757";"05870700ET0001";4
"8350333212";R909921938;4
"8360848225";R902253246;4
"8362770203";R902291639;4
"8362756856";R902273993;4
"8361624064";R909445050;4
"8361507329";R902077941;4
"8365492195";"00436050ET0001";4
"8363646637";R902283210;4
"8365581585";R902126592;4
"8365136587";R902253246;4
"8364426597";R902272355;4
"8364765474";R902273993;4
"8361827762";R902236851;4
"8362339974";R902273985;4
"8365010481";R902235599;4
"8362954276";"01298000ET0001";4
"8363648952";R902191299;4
"8364193314";R902253246;4
"8364193789";R902099974;4
"8363614315";"08040600ET0001";4
"8360250837";R902293370;4
"8361827236";R902103500;4
"8361596125";R902099969;4
"8363417022";R902279501;4
"8365460675";R902249166;4
"8364193697";R902253246;4
"8348979583";R902400847;4
"8365587075";R902004827;4
"8360848089";R902253248;4
"8364493667";R902273806;4
"8364704862";"06707500ET0001";4
"8364749313";R902016388;4
"8362664649";"09389100ET0001";4
"8365492829";"00311510ET0025";4
"8364678064";R902152919;4
"8298041729";R902020312;4
"8361243104";R902126772;4
"8357905856";R902103500;4
"8364737877";R902273769;4
"8363167095";R902106503;4
"8364177505";R902272377;4
"8363323248";R902295048;4
"8362644306";"06906400ET0001";4
"8365033398";R902127833;4
"8364885547";R902126772;4
"8365448406";"000000000000148481";4
"8363004987";R902248777;4
"8363917461";R902105645;4
"8360260966";R902251429;4
"8314972044";R909154399;4
"8363591845";R902222931;4
"8363912855";"01888800ET0001";4
"8365496469";"04492700ET0001";4
"8364618190";R902273899;4
"8365616911";"01240500ET0005";4
"8365607858";R902603442;4
"8364001855";R902299850;4
"8364193307";R902253246;4
"1039091199";"00479890ET0001";4
"8363082121";"08484200ET0001";4
"8360537518";R902103598;4
"8365224970";R902272365;4
"8364828483";R902248777;4
"8361501792";R902039797;4
"8364608528";R902191299;4
"8364038943";R902295048;4
"8348133893";R909449076;4
"8360239467";R902009980;4
"8364192881";R902253248;4
"8364493544";R902273806;4
"8363005007";R902248777;4
"8365202435";R902272142;4
"8364744080";R902191259;4
"8364047815";R902025583;4
"8359157154";R909009249;4
"8320515273";R902020312;4
"8364042599";R902126772;4
"8365636537";"01097400ET0001";4
"8365511742";R909921707;4
"8364128132";"05939600ET0001";4
"8365624855";"000000000000149198";4
"1039091106";R902228621;4
"8363240798";R909154344;4
"8363142320";R909921708;4
"8362889189";R902291599;4
"8362883200";R902103500;4
"8364701434";"05861500ET0001";4
"8365490863";R902016388;4
"8365087438";"07207320ET0001";4
"8360219995";R902149044;4
"8365453417";"04751000ET0001";4
"8364701441";R902276058;4
"8365497091";"03543610ET0001";4
"8363730701";"05153800ET0001";4
"8363372260";"000000000000156767";4
"8364361676";"01432610ET0001";4
"8362362668";"06988000ET0001";4
"8365459907";R902249074;4
"8363665331";"07898830ET0001";4
"8344281833";R909921936;4
"8365594301";R902272366;4
"8365224987";R902272365;4
"8362784910";"01041080ET0025";4
"8362600074";R902603442;4
"8363104946";R902130908;4
"8364193703";R902253246;4
"8364329492";"04244800ET0001";4
"8364047747";"05661700ET0001";4
"8363160225";R902126772;4
"8360040186";R902287602;4
"8363005021";R902248777;4
"8360274680";R902106503;4
"8365618472";R902276008;4
"8362047473";"07688390ET0001";4
"8358619820";R902305226;4
"8363891242";R902038569;4
"8363218810";R902191154;4
"8365636537";"08356250ET0001";4
"8360482580";R909921902;4
"8360457281";"07649570ET0025";4
"8365137041";"09967900ET0001";4
"8363198006";R902295048;4
"8356737069";R902049786;4
"8359412772";R902058965;4
"8360272303";R902272359;4
"8365632805";"07131110ET0001";4
"8345612537";R902449984;4
"8365239561";"07649570ET0025";4
"8364001862";R902299850;4
"8364204584";"08016500ET0004";4
"8364003552";"08039700ET0060";4
"8362756863";R902273993;4
"8363160850";R902272366;4
"8363731388";"05874860ET0001";4
"8361596194";R902099969;4
"8362642104";R902105645;4
"8365167697";R902276008;4
"8355254017";R902118397;4
"8364023031";"04063500ET0025";4
"8362770241";R902251061;4
"8362615726";"04958400ET0001";4
"8363728333";R902249016;4
"8363311696";R902291210;4
"8364485815";R902279600;4
"8365334914";R902191299;4
"8363434739";"04395300ET0008";4
"8361970352";R902272355;4
"8365619349";R909449874;4
"8364497986";R902291599;4
"8362928789";R902273985;4
"8357348066";R902071303;4
"8363655127";R902603442;4
"8364744196";R902283810;4
"8360848201";R902253246;4
"8362457289";R902154259;4
"1039665192";R909831659;4
"8364138261";R909243094;4
"8360275373";R902132110;4
"8364855342";R902260901;4
"8364505001";"08728300ET0001";4
"8365425032";R902252373;4
"1039091458";"00056600ET0001";4
"8364426580";R902272355;4
"8365493055";"000000000000114999";4
"8364608405";R909243428;4
"8364055858";R902601626;4
"8365579933";R902235599;4
"8363218872";R902273554;4
"8363752741";R902299850;4
"8363917430";R902260595;4
"8343372044";R902484505;4
"8362922183";R902273993;4
"8361753771";R909445050;4
"8364055841";R902601626;4
"8361769703";R902285910;4
"8365029995";R902272142;4
"8365490269";R902126592;4
"8364429277";R902205024;4
"8362206528";R909443002;4
"8357904477";R902237838;4
"8361251536";R902038760;4
"8364862395";R902272365;4
"8360559701";R909921727;4
"8362764523";R902124756;4
"8364177512";R902272377;4
"8364582804";R902169413;4
"8364426603";R902272355;4
"8365313834";"04541800ET0001";4
"8361513788";"09459000ET0001";4
"8362597039";R902272365;4
"8365299527";"02001900ET0001";4
"8363372260";"000000000000113174";4
"8365299527";R902020313;4
"8363989147";R902299879;4
"8364765771";"01259200ET0001";4
"8363911414";R902020483;4
"8364015708";R902273031;4
"8360242498";R902132110;4
"8364047693";"00132700ET0001";4
"8365171205";R902273554;4
"8363082329";R902134455;4
"8360848218";R902253246;4
"8364885592";R902272355;4
"8365197953";"03800200ET0001";4
"8364204218";R902272229;4
"8361051198";R902277528;4
"8363493972";R909651118;4
"8361125394";R902249155;4
"8363202093";R902191299;4
"8363890573";R902169413;4
"8365238151";"07167510ET0001";4
"8359188219";R909831659;4
"8360225729";R902016354;4
"8363348364";R902197178;4
"8361634186";R902285250;4
"8362772184";R902279501;4
"8365360432";"00472210ET0001";4
"8364500884";R902146369;4
"8362365546";R902062176;4
"8261756728";R902025536;4
"8363613356";"09064500ET0001";4
"8365197731";R902273985;4
"8363477583";R902192249;4
"8365705462";R909921508;4
"8363759351";"05245150ET0001";4
"8362664649";"04395300ET0008";4
"8361342456";R909151103;4
"8360458646";R902273993;4
"8332639691";R902115320;4
"8365144742";"01112010ET0025";4
"8364583108";R902249252;4
"8365078085";R902277524;4
"8364562035";R902020313;4
"8364737419";"05848400ET0001";4
"8361894818";"04350300ET0001";4
"8360225354";R902237838;4
"8360443499";R902291599;4
"8294701214";R902571297;4
"8361596149";R902099969;4
"8363751607";"02251700ET0001";4
"8360372591";"03326200ET0001";4
"8344620298";R902118397;4
"8362346385";R902010618;4
"8363794444";R902295179;4
"8360848096";R902253248;4
"8363944566";"00849900ET0001";4
"8362776755";"05935200ET0001";4
"8362363269";R902272398;4
"8365487252";"00999800ET0001";4
"8365136600";R902253246;4
"8353887903";R902249324;4
"8363626288";R902006258;4
"8365002110";R902073917;4
"8365315647";R902260717;4
"8364331006";R902400563;4
"8365606783";R902287209;4
"8365197939";R902272382;4
"8357515697";R902252008;4
"8363235879";R902285974;4
"8365499125";"07268200ET0001";4
"8362206306";R909445050;4
"8362243493";R902269327;4
"8347037666";R910117986;4
"8365563079";R902273554;4
"8365617475";R902276008;4
"8363912657";R902114460;4
"8365553773";R913009057;4
"1039552812";"000000000000122353";4
"8363636362";R902007260;4
"8364763784";R902272365;4
"8346051120";R902556485;4
"8361170837";R902124756;4
"8364297609";R902260664;4
"8365482073";R902039791;4
"8364193796";R902099974;4
"8360458653";R902273993;4
"8364192836";R902253248;4
"8360761630";R902602691;4
"8364064003";R902291210;4
"8365029353";R902272100;4
"1039091212";"08097500ET0001";4
"8360225576";R902126530;4
"8364193840";R902099974;4
"8362922206";R902273993;4
"8362728037";R902272359;4
"8359985108";R902114459;4
"8359556216";R902246451;4
"8365032636";"03662300ET0001";4
"8365352789";R902276008;4
"8362533044";"06554500ET0001";4
"8356337795";R909921891;4
"8365573955";R902438135;4
"8365002509";R902073917;4
"8357905863";R902103500;4
"8363004994";R902248777;4
"8363167101";R902106503;4
"8359264692";R902305129;4
"8365588416";R902249074;4
"8362728259";R902272355;4
"8361054588";R902124930;4
"8360848065";R902253248;4
"8364448186";"09119800ET0001";4
"8363240538";"04929700ET0001";4
"8364701472";R902289190;4
"8365077927";R902276145;4
"8365587259";R902004873;4
"8362461279";R902154259;4
"1039091687";R902105303;4
"1039091618";"01373080ET0025";4
