"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse_neu";"vorherige_ABC_Klasse";"Gini_Koeffizient"
R902302872;12;60.363900;98.488900;B;C;0.82996800
R909156340;12;60.371800;98.489500;B;C;0.82996800
R902027202;12;60.379700;98.490100;B;X;0.82996800
R902229564;12;60.387600;98.490700;B;X;0.82996800
R909431396;12;60.395500;98.491300;B;C;0.82996800
R902603691;12;60.403400;98.491900;B;C;0.82996800
R902273497;12;60.411300;98.492500;B;C;0.82996800
R902077540;12;60.419200;98.493100;B;C;0.82996800
R902028922;12;60.427100;98.493700;B;X;0.82996800
R902159940;12;60.435000;98.494300;B;C;0.82996800
R909651993;12;60.442900;98.494900;B;C;0.82996800
"0510725406";12;60.450800;98.495500;B;C;0.82996800
R902000156;12;60.458700;98.496100;B;C;0.82996800
R902224352;12;60.466600;98.496700;B;C;0.82996800
R909439019;12;60.474500;98.497300;B;C;0.82996800
R902290193;12;60.482400;98.497900;B;C;0.82996800
R902400902;12;60.490300;98.498500;B;C;0.82996800
R902016136;12;60.498200;98.499100;B;C;0.82996800
R909415274;12;60.506100;98.499700;B;C;0.82996800
R902079275;12;60.514000;98.500300;B;C;0.82996800
R909651790;12;60.521900;98.500900;B;C;0.82996800
R902042067;12;60.529800;98.501500;B;C;0.82996800
R902291622;12;60.537700;98.502100;B;C;0.82996800
R902119581;12;60.545600;98.502700;B;C;0.82996800
R902227394;12;60.553500;98.503300;B;C;0.82996800
R902254863;12;60.561400;98.503900;B;C;0.82996800
R909432996;12;60.569300;98.504500;B;C;0.82996800
R909417846;12;60.577200;98.505100;B;C;0.82996800
R902069346;12;60.585100;98.505700;B;C;0.82996800
R909157199;12;60.593000;98.506300;B;C;0.82996800
R909921376;12;60.600900;98.506900;B;C;0.82996800
R913034861;12;60.608800;98.507500;B;C;0.82996800
R902280120;12;60.616700;98.508100;B;C;0.82996800
R909083062;12;60.624600;98.508700;B;C;0.82996800
R902006587;12;60.632500;98.509300;B;C;0.82996800
R902260859;12;60.640400;98.509900;B;C;0.82996800
R902213255;12;60.648300;98.510500;B;C;0.82996800
R902182376;12;60.656200;98.511100;B;C;0.82996800
R902149112;12;60.664100;98.511700;B;C;0.82996800
R902168261;12;60.672000;98.512300;B;C;0.82996800
R902567813;12;60.679900;98.512900;B;C;0.82996800
R909084302;12;60.687800;98.513500;B;C;0.82996800
R902272901;12;60.695700;98.514100;B;C;0.82996800
R909431349;12;60.703600;98.514700;B;C;0.82996800
R902603004;12;60.711500;98.515300;B;C;0.82996800
R902203620;12;60.719400;98.515900;B;C;0.82996800
R902066004;12;60.727300;98.516500;B;C;0.82996800
R909084986;12;60.735200;98.517100;B;C;0.82996800
R902555281;12;60.743100;98.517700;B;C;0.82996800
R902033625;12;60.751000;98.518300;B;C;0.82996800
R902090283;12;60.758900;98.518900;B;C;0.82996800
R909085128;12;60.766800;98.519500;B;C;0.82996800
R909440628;12;60.774700;98.520100;B;C;0.82996800
R902066254;12;60.782600;98.520700;B;C;0.82996800
R902603495;12;60.790500;98.521300;B;C;0.82996800
R902280476;12;60.798400;98.521900;B;C;0.82996800
R911408252;12;60.806300;98.522500;B;C;0.82996800
R902291643;12;60.814200;98.523100;B;C;0.82996800
R902049270;12;60.822100;98.523700;B;C;0.82996800
R902249185;12;60.830000;98.524300;B;C;0.82996800
R902276137;12;60.837900;98.524900;B;C;0.82996800
R902210072;12;60.845800;98.525500;B;C;0.82996800
R902082012;12;60.853700;98.526100;B;C;0.82996800
R909426527;12;60.861600;98.526700;B;C;0.82996800
R909921515;12;60.869500;98.527300;B;C;0.82996800
R902022775;12;60.877400;98.527900;B;C;0.82996800
R909922085;12;60.885300;98.528500;B;C;0.82996800
R902577135;12;60.893200;98.529100;B;C;0.82996800
R902182337;12;60.901100;98.529700;B;C;0.82996800
R909432997;12;60.909000;98.530300;B;C;0.82996800
R902545849;12;60.916900;98.530900;B;C;0.82996800
R909421206;12;60.924800;98.531500;B;X;0.82996800
R902039403;12;60.932700;98.532100;B;X;0.82996800
R913017382;12;60.940600;98.532700;B;C;0.82996800
R902246202;12;60.948500;98.533300;B;C;0.82996800
R902279867;12;60.956400;98.533900;B;C;0.82996800
R902195158;12;60.964300;98.534500;B;C;0.82996800
R909921403;12;60.972200;98.535100;B;B;0.82996800
R902118731;12;60.980100;98.535700;B;C;0.82996800
R902183655;12;60.988000;98.536300;B;C;0.82996800
R902072525;12;60.995900;98.536900;B;C;0.82996800
R902032668;12;61.003800;98.537500;B;C;0.82996800
R909086139;12;61.011700;98.538100;B;C;0.82996800
R913038315;12;61.019600;98.538700;B;C;0.82996800
R902224082;12;61.027500;98.539300;B;C;0.82996800
R902276491;12;61.035400;98.539900;B;C;0.82996800
R902077799;12;61.043300;98.540500;B;C;0.82996800
R902002848;12;61.051200;98.541100;B;C;0.82996800
R913058658;12;61.059100;98.541700;B;C;0.82996800
R902119568;12;61.067000;98.542300;B;C;0.82996800
R909151102;12;61.074900;98.542900;B;C;0.82996800
R902184268;12;61.082800;98.543500;B;C;0.82996800
R902069235;12;61.090700;98.544100;B;C;0.82996800
R909421246;12;61.098600;98.544700;B;C;0.82996800
R909426915;12;61.106500;98.545300;B;C;0.82996800
R909066750;12;61.114400;98.545900;B;C;0.82996800
R902236344;12;61.122300;98.546500;B;C;0.82996800
R909087955;12;61.130200;98.547100;B;C;0.82996800
R909426917;12;61.138100;98.547700;B;C;0.82996800
R902018799;12;61.146000;98.548300;B;C;0.82996800
R902025854;12;61.153900;98.548900;B;C;0.82996800
R902564311;12;61.161800;98.549500;B;C;0.82996800
R902025603;12;61.169700;98.550100;B;X;0.82996800
R909426688;12;61.177600;98.550700;B;C;0.82996800
R909154427;12;61.185500;98.551300;B;C;0.82996800
R902108122;12;61.193400;98.551900;B;C;0.82996800
R902210689;12;61.201300;98.552500;B;C;0.82996800
R909651174;12;61.209200;98.553100;B;C;0.82996800
R902244326;12;61.217100;98.553700;B;C;0.82996800
R909443285;12;61.225000;98.554300;B;X;0.82996800
R902028564;12;61.232900;98.554900;B;X;0.82996800
R902235607;12;61.240800;98.555500;B;C;0.82996800
R902290073;12;61.248700;98.556100;B;C;0.82996800
R902196612;12;61.256600;98.556700;B;X;0.82996800
R902182475;12;61.264500;98.557300;B;C;0.82996800
R902561142;12;61.272400;98.557900;B;C;0.82996800
R902042068;12;61.280300;98.558500;B;C;0.82996800
R902279134;12;61.288200;98.559100;B;C;0.82996800
R902213224;12;61.296100;98.559700;B;C;0.82996800
R902097542;12;61.304000;98.560300;B;C;0.82996800
R902100231;12;61.311900;98.560900;B;C;0.82996800
R913017376;12;61.319800;98.561500;B;C;0.82996800
R902028923;12;61.327700;98.562100;B;X;0.82996800
R902603731;12;61.335600;98.562700;B;C;0.82996800
R902215748;12;61.343500;98.563300;B;C;0.82996800
R913001225;12;61.351400;98.563900;B;C;0.82996800
R902074857;12;61.359300;98.564500;B;C;0.82996800
R902117882;12;61.367200;98.565100;B;C;0.82996800
R909651578;12;61.375100;98.565700;B;C;0.82996800
R909435517;12;61.383000;98.566300;B;C;0.82996800
R902038554;12;61.390900;98.566900;B;C;0.82996800
R909921420;12;61.398800;98.567500;B;C;0.82996800
R902086313;12;61.406700;98.568100;B;C;0.82996800
R902463264;12;61.414600;98.568700;B;X;0.82996800
R902124758;12;61.422500;98.569300;B;C;0.82996800
R917013329;12;61.430400;98.569900;B;C;0.82996800
R902600622;12;61.438300;98.570500;B;C;0.82996800
R902070313;12;61.446200;98.571100;B;C;0.82996800
R913013636;12;61.454100;98.571700;B;C;0.82996800
R909156215;12;61.462000;98.572300;B;C;0.82996800
R902603792;12;61.469900;98.572900;B;C;0.82996800
R902236634;11;61.477800;98.573400;B;C;0.82996800
R909981989;11;61.485700;98.573900;B;C;0.82996800
R902167156;11;61.493600;98.574400;B;C;0.82996800
R902236908;11;61.501500;98.574900;B;C;0.82996800
R902010821;11;61.509400;98.575400;B;C;0.82996800
R902190065;11;61.517300;98.575900;B;C;0.82996800
R902226897;11;61.525200;98.576400;B;C;0.82996800
R909449115;11;61.533100;98.576900;B;C;0.82996800
R902184278;11;61.541000;98.577400;B;C;0.82996800
R902227445;11;61.548900;98.577900;B;C;0.82996800
R902163415;11;61.556800;98.578400;B;C;0.82996800
R902134412;11;61.564700;98.578900;B;C;0.82996800
R902603553;11;61.572600;98.579400;B;C;0.82996800
R902211044;11;61.580500;98.579900;B;C;0.82996800
R909444290;11;61.588400;98.580400;B;C;0.82996800
R902163795;11;61.596300;98.580900;B;C;0.82996800
R902261707;11;61.604200;98.581400;B;C;0.82996800
R902149044;11;61.612100;98.581900;B;C;0.82996800
R902094682;11;61.620000;98.582400;B;C;0.82996800
R902581356;11;61.627900;98.582900;B;C;0.82996800
R902063720;11;61.635800;98.583400;B;C;0.82996800
R902085890;11;61.643700;98.583900;B;C;0.82996800
R902153464;11;61.651600;98.584400;B;C;0.82996800
R902292948;11;61.659500;98.584900;B;C;0.82996800
R911413660;11;61.667400;98.585400;B;C;0.82996800
R902283814;11;61.675300;98.585900;B;C;0.82996800
R902299853;11;61.683200;98.586400;B;C;0.82996800
R902006621;11;61.691100;98.586900;B;C;0.82996800
R902114263;11;61.699000;98.587400;B;C;0.82996800
R909072230;11;61.706900;98.587900;B;C;0.82996800
R902295061;11;61.714800;98.588400;B;C;0.82996800
R902025926;11;61.722700;98.588900;B;C;0.82996800
R902230785;11;61.730600;98.589400;B;C;0.82996800
R902130908;11;61.738500;98.589900;B;C;0.82996800
R902028819;11;61.746400;98.590400;B;C;0.82996800
R902162190;11;61.754300;98.590900;B;C;0.82996800
R902291613;11;61.762200;98.591400;B;C;0.82996800
R902291682;11;61.770100;98.591900;B;C;0.82996800
R902152733;10;61.778000;98.592400;B;C;0.82996800
R902273591;10;61.785900;98.592900;B;C;0.82996800
R909410254;10;61.793800;98.593400;B;C;0.82996800
R909444329;10;61.801700;98.593900;B;X;0.82996800
R902156228;10;61.809600;98.594400;B;C;0.82996800
R902042335;10;61.817500;98.594900;B;X;0.82996800
R902585830;10;61.825400;98.595400;B;C;0.82996800
R902103594;10;61.833300;98.595900;B;X;0.82996800
R902191980;10;61.841200;98.596400;B;C;0.82996800
R902277830;10;61.849100;98.596900;B;C;0.82996800
R919010137;10;61.857000;98.597400;B;C;0.82996800
R902586947;10;61.864900;98.597900;B;C;0.82996800
R902107976;10;61.872800;98.598400;B;X;0.82996800
R909444330;10;61.880700;98.598900;B;X;0.82996800
R902099418;10;61.888600;98.599400;B;C;0.82996800
R909981966;10;61.896500;98.599900;B;C;0.82996800
R902283562;10;61.904400;98.600400;B;C;0.82996800
R902057192;10;61.912300;98.600900;B;X;0.82996800
R900017023;10;61.920200;98.601400;B;C;0.82996800
R902110458;10;61.928100;98.601900;B;X;0.82996800
R909439911;10;61.936000;98.602400;B;C;0.82996800
R909436732;10;61.943900;98.602900;B;C;0.82996800
R902289336;10;61.951800;98.603400;B;C;0.82996800
R902189918;10;61.959700;98.603900;B;C;0.82996800
R902054367;10;61.967600;98.604400;B;X;0.82996800
R902262354;10;61.975500;98.604900;B;C;0.82996800
R902289202;10;61.983400;98.605400;B;C;0.82996800
R902448329;10;61.991300;98.605900;B;C;0.82996800
R902595316;10;61.999200;98.606400;B;C;0.82996800
R902003885;10;62.007100;98.606900;B;X;0.82996800
R902280194;10;62.015000;98.607400;B;C;0.82996800
R902278053;10;62.022900;98.607900;B;C;0.82996800
R900423725;10;62.030800;98.608400;B;C;0.82996800
R902078207;10;62.038700;98.608900;B;X;0.82996800
R902081599;10;62.046600;98.609400;B;X;0.82996800
R902033818;10;62.054500;98.609900;B;C;0.82996800
R902099026;10;62.062400;98.610400;B;X;0.82996800
R909830855;10;62.070300;98.610900;B;C;0.82996800
R902028843;10;62.078200;98.611400;B;X;0.82996800
R902195759;10;62.086100;98.611900;B;X;0.82996800
R902196916;10;62.094000;98.612400;B;X;0.82996800
R902011557;10;62.101900;98.612900;B;X;0.82996800
R902202346;10;62.109800;98.613400;B;X;0.82996800
R902139762;10;62.117700;98.613900;B;X;0.82996800
R902087824;10;62.125600;98.614400;B;X;0.82996800
R902443013;10;62.133500;98.614900;B;C;0.82996800
R902042132;10;62.141400;98.615400;B;X;0.82996800
R902287366;10;62.149300;98.615900;B;C;0.82996800
R902069406;10;62.157200;98.616400;B;C;0.82996800
R909650170;10;62.165100;98.616900;B;X;0.82996800
R909069096;10;62.173000;98.617400;B;X;0.82996800
R909444373;10;62.180900;98.617900;B;X;0.82996800
R902034076;10;62.188800;98.618400;B;C;0.82996800
R917013326;10;62.196700;98.618900;B;C;0.82996800
R902252043;10;62.204600;98.619400;B;C;0.82996800
R902548557;10;62.212500;98.619900;B;C;0.82996800
R900743175;10;62.220400;98.620400;B;C;0.82996800
R902002906;10;62.228300;98.620900;B;C;0.82996800
R902097092;10;62.236200;98.621400;B;X;0.82996800
R983075422;10;62.244100;98.621900;B;C;0.82996800
R902042038;10;62.252000;98.622400;B;X;0.82996800
R902132129;10;62.259900;98.622900;B;X;0.82996800
R902289159;10;62.267800;98.623400;B;C;0.82996800
R902305226;10;62.275700;98.623900;B;C;0.82996800
R909009585;10;62.283600;98.624400;B;X;0.82996800
R902555403;10;62.291500;98.624900;B;C;0.82996800
R902273456;10;62.299400;98.625400;B;C;0.82996800
R902013172;10;62.307300;98.625900;B;X;0.82996800
R902279984;10;62.315200;98.626400;B;C;0.82996800
R902557370;10;62.323100;98.626900;B;C;0.82996800
R902261641;10;62.331000;98.627400;B;C;0.82996800
R902078877;10;62.338900;98.627900;B;C;0.82996800
R902482932;10;62.346800;98.628400;B;C;0.82996800
R902489273;10;62.354700;98.628900;B;X;0.82996800
R902077792;10;62.362600;98.629400;B;C;0.82996800
R902281664;10;62.370500;98.629900;B;C;0.82996800
R902289103;10;62.378400;98.630400;B;C;0.82996800
R910932882;10;62.386300;98.630900;B;C;0.82996800
R902025601;10;62.394200;98.631400;B;X;0.82996800
R902299717;10;62.402100;98.631900;B;C;0.82996800
R902299704;10;62.410000;98.632400;B;C;0.82996800
R902270429;10;62.417900;98.632900;B;C;0.82996800
R902260924;10;62.425800;98.633400;B;C;0.82996800
R909153930;10;62.433700;98.633900;B;C;0.82996800
R909431713;10;62.441600;98.634400;B;C;0.82996800
R902603021;10;62.449500;98.634900;B;C;0.82996800
R902126548;10;62.457400;98.635400;B;B;0.82996800
R902293438;10;62.465300;98.635900;B;C;0.82996800
R902067666;10;62.473200;98.636400;B;C;0.82996800
R902287489;10;62.481100;98.636900;B;C;0.82996800
R909424266;10;62.489000;98.637400;B;C;0.82996800
R902020442;10;62.496900;98.637900;B;C;0.82996800
R909086893;10;62.504800;98.638400;B;C;0.82996800
R902025846;10;62.512700;98.638900;B;X;0.82996800
R902137304;10;62.520600;98.639400;B;C;0.82996800
R909444329;10;62.528500;98.639900;B;C;0.82996800
R902072594;10;62.536400;98.640400;B;X;0.82996800
R909444434;10;62.544300;98.640900;B;X;0.82996800
R902132252;10;62.552200;98.641400;B;B;0.82996800
R913090144;10;62.560100;98.641900;B;C;0.82996800
R902028836;10;62.568000;98.642400;B;C;0.82996800
R902270427;10;62.575900;98.642900;B;C;0.82996800
R902299838;10;62.583800;98.643400;B;C;0.82996800
R902108673;10;62.591700;98.643900;B;X;0.82996800
R902203694;10;62.599600;98.644400;B;X;0.82996800
R902273065;10;62.607500;98.644900;B;C;0.82996800
R902081604;10;62.615400;98.645400;B;X;0.82996800
R909410982;10;62.623300;98.645900;B;X;0.82996800
R902099967;10;62.631200;98.646400;B;X;0.82996800
R902278052;10;62.639100;98.646900;B;C;0.82996800
R902202705;10;62.647000;98.647400;B;C;0.82996800
"0510769035";10;62.654900;98.647900;B;C;0.82996800
R902306668;10;62.662800;98.648400;B;C;0.82996800
R902600645;10;62.670700;98.648900;B;C;0.82996800
R902272483;10;62.678600;98.649400;B;C;0.82996800
R961000764;10;62.686500;98.649900;B;X;0.82996800
R909241620;10;62.694400;98.650400;B;C;0.82996800
R902283288;10;62.702300;98.650900;B;C;0.82996800
R902085121;10;62.710200;98.651400;B;C;0.82996800
R902299856;10;62.718100;98.651900;B;C;0.82996800
R909921230;10;62.726000;98.652400;B;C;0.82996800
R902270294;10;62.733900;98.652900;B;C;0.82996800
R902099869;10;62.741800;98.653400;B;X;0.82996800
R902561861;10;62.749700;98.653900;B;C;0.82996800
R902555404;10;62.757600;98.654400;B;C;0.82996800
R902285909;10;62.765500;98.654900;B;C;0.82996800
R902273984;10;62.773400;98.655400;B;C;0.82996800
R902603706;10;62.781300;98.655900;B;C;0.82996800
R909154380;10;62.789200;98.656400;B;C;0.82996800
R902276031;10;62.797100;98.656900;B;C;0.82996800
R902112572;10;62.805000;98.657400;B;C;0.82996800
R902102044;10;62.812900;98.657900;B;X;0.82996800
R902269323;10;62.820800;98.658400;B;C;0.82996800
R913007239;10;62.828700;98.658900;B;C;0.82996800
R902302561;10;62.836600;98.659400;B;C;0.82996800
R902260706;10;62.844500;98.659900;B;C;0.82996800
R902152823;10;62.852400;98.660400;B;X;0.82996800
R902486643;10;62.860300;98.660900;B;C;0.82996800
R902278452;10;62.868200;98.661400;B;C;0.82996800
R902167198;10;62.876100;98.661900;B;X;0.82996800
R902237659;10;62.884000;98.662400;B;X;0.82996800
R902285264;9;62.891900;98.662800;B;C;0.82996800
R902047032;9;62.899800;98.663200;B;C;0.82996800
R902107947;9;62.907700;98.663600;B;C;0.82996800
R902018269;9;62.915600;98.664000;B;C;0.82996800
R902260604;9;62.923500;98.664400;B;C;0.82996800
R909431104;9;62.931400;98.664800;B;C;0.82996800
R909415815;9;62.939300;98.665200;B;C;0.82996800
R902603558;9;62.947200;98.665600;B;C;0.82996800
R909083494;9;62.955100;98.666000;B;C;0.82996800
R902253373;9;62.963000;98.666400;B;C;0.82996800
R902128680;9;62.970900;98.666800;B;C;0.82996800
R902049851;9;62.978800;98.667200;B;C;0.82996800
R909921043;9;62.986700;98.667600;B;C;0.82996800
R909440530;9;62.994600;98.668000;B;C;0.82996800
R909060059;9;63.002500;98.668400;B;C;0.82996800
R902074640;9;63.010400;98.668800;B;C;0.82996800
R902081478;9;63.018300;98.669200;B;C;0.82996800
R902105811;9;63.026200;98.669600;B;C;0.82996800
R909083248;9;63.034100;98.670000;B;C;0.82996800
R909060569;9;63.042000;98.670400;B;C;0.82996800
R902072531;9;63.049900;98.670800;B;C;0.82996800
R902101629;9;63.057800;98.671200;B;C;0.82996800
R902051049;9;63.065700;98.671600;B;C;0.82996800
R902279088;9;63.073600;98.672000;B;C;0.82996800
R909413812;9;63.081500;98.672400;B;C;0.82996800
R909651974;9;63.089400;98.672800;B;C;0.82996800
R902127403;9;63.097300;98.673200;B;C;0.82996800
R902119608;9;63.105200;98.673600;B;C;0.82996800
R902042314;9;63.113100;98.674000;B;C;0.82996800
R902229801;9;63.121000;98.674400;B;C;0.82996800
R902288719;9;63.128900;98.674800;B;C;0.82996800
R902124696;9;63.136800;98.675200;B;C;0.82996800
R902273064;9;63.144700;98.675600;B;C;0.82996800
R902159097;9;63.152600;98.676000;B;C;0.82996800
R909156539;9;63.160500;98.676400;B;C;0.82996800
R902162821;9;63.168400;98.676800;B;C;0.82996800
R902601437;9;63.176300;98.677200;B;C;0.82996800
R902168677;9;63.184200;98.677600;B;C;0.82996800
R902251276;9;63.192100;98.678000;B;C;0.82996800
R909651310;9;63.200000;98.678400;B;C;0.82996800
R902244007;9;63.207900;98.678800;B;C;0.82996800
R902191434;9;63.215800;98.679200;B;C;0.82996800
R909921044;9;63.223700;98.679600;B;C;0.82996800
R909831080;9;63.231600;98.680000;B;C;0.82996800
R902278074;9;63.239500;98.680400;B;C;0.82996800
R902603436;9;63.247400;98.680800;B;C;0.82996800
R902272442;9;63.255300;98.681200;B;C;0.82996800
R902079390;9;63.263200;98.681600;B;C;0.82996800
R909150354;9;63.271100;98.682000;B;C;0.82996800
R909079493;9;63.279000;98.682400;B;C;0.82996800
R902115685;9;63.286900;98.682800;B;C;0.82996800
R902229568;9;63.294800;98.683200;B;C;0.82996800
R909449633;9;63.302700;98.683600;B;C;0.82996800
R909430893;9;63.310600;98.684000;B;C;0.82996800
R902031489;9;63.318500;98.684400;B;C;0.82996800
R902602417;9;63.326400;98.684800;B;C;0.82996800
R902212492;9;63.334300;98.685200;B;C;0.82996800
R909153946;9;63.342200;98.685600;B;C;0.82996800
R902231694;9;63.350100;98.686000;B;C;0.82996800
R909445383;9;63.358000;98.686400;B;C;0.82996800
R909084586;9;63.365900;98.686800;B;C;0.82996800
R902108927;9;63.373800;98.687200;B;C;0.82996800
R909157763;9;63.381700;98.687600;B;C;0.82996800
R902229019;9;63.389600;98.688000;B;C;0.82996800
R909080517;9;63.397500;98.688400;B;C;0.82996800
R902201367;9;63.405400;98.688800;B;C;0.82996800
R902182658;9;63.413300;98.689200;B;C;0.82996800
R902256782;9;63.421200;98.689600;B;C;0.82996800
R902025136;9;63.429100;98.690000;B;C;0.82996800
R909087123;9;63.437000;98.690400;B;C;0.82996800
R909243237;9;63.444900;98.690800;B;C;0.82996800
R902182650;9;63.452800;98.691200;B;C;0.82996800
R902602422;9;63.460700;98.691600;B;C;0.82996800
R902118519;9;63.468600;98.692000;B;C;0.82996800
R902114429;9;63.476500;98.692400;B;C;0.82996800
R902124391;9;63.484400;98.692800;B;C;0.82996800
R902121683;9;63.492300;98.693200;B;C;0.82996800
R902086429;9;63.500200;98.693600;B;C;0.82996800
R902649912;9;63.508100;98.694000;B;C;0.82996800
R909083798;9;63.516000;98.694400;B;C;0.82996800
R902122192;9;63.523900;98.694800;B;C;0.82996800
R902302882;9;63.531800;98.695200;B;C;0.82996800
R902099743;9;63.539700;98.695600;B;C;0.82996800
R902238166;9;63.547600;98.696000;B;C;0.82996800
R909921772;9;63.555500;98.696400;B;C;0.82996800
R909154603;9;63.563400;98.696800;B;C;0.82996800
R909409709;9;63.571300;98.697200;B;C;0.82996800
R913029933;9;63.579200;98.697600;B;C;0.82996800
R909921775;9;63.587100;98.698000;B;C;0.82996800
R902168277;9;63.595000;98.698400;B;C;0.82996800
R902031491;9;63.602900;98.698800;B;C;0.82996800
R909921780;9;63.610800;98.699200;B;C;0.82996800
R909400833;9;63.618700;98.699600;B;C;0.82996800
R902006676;9;63.626600;98.700000;B;C;0.82996800
R902119633;9;63.634500;98.700400;B;C;0.82996800
R902121022;9;63.642400;98.700800;B;C;0.82996800
R902096096;9;63.650300;98.701200;B;C;0.82996800
R902168062;9;63.658200;98.701600;B;C;0.82996800
R909651662;9;63.666100;98.702000;B;C;0.82996800
R902103203;9;63.674000;98.702400;B;C;0.82996800
R917008826;9;63.681900;98.702800;B;C;0.82996800
R902290113;9;63.689800;98.703200;B;C;0.82996800
R902222551;9;63.697700;98.703600;B;C;0.82996800
R902086182;9;63.705600;98.704000;B;C;0.82996800
R902272441;9;63.713500;98.704400;B;C;0.82996800
R902182676;9;63.721400;98.704800;B;C;0.82996800
R909650099;9;63.729300;98.705200;B;C;0.82996800
R902002410;9;63.737200;98.705600;B;C;0.82996800
R902602462;9;63.745100;98.706000;B;C;0.82996800
R902026335;9;63.753000;98.706400;B;C;0.82996800
R909416121;9;63.760900;98.706800;B;C;0.82996800
R913023210;9;63.768800;98.707200;B;C;0.82996800
R909440534;9;63.776700;98.707600;B;C;0.82996800
R902127880;9;63.784600;98.708000;B;C;0.82996800
R902235800;9;63.792500;98.708400;B;C;0.82996800
R902276063;9;63.800400;98.708800;B;C;0.82996800
R902002386;9;63.808300;98.709200;B;C;0.82996800
R909421848;9;63.816200;98.709600;B;C;0.82996800
R902034497;9;63.824100;98.710000;B;C;0.82996800
R902221816;9;63.832000;98.710400;B;C;0.82996800
R909060385;9;63.839900;98.710800;B;C;0.82996800
R909431764;9;63.847800;98.711200;B;C;0.82996800
R902077313;9;63.855700;98.711600;B;C;0.82996800
R902072548;9;63.863600;98.712000;B;C;0.82996800
R902124520;9;63.871500;98.712400;B;C;0.82996800
R902042344;9;63.879400;98.712800;B;C;0.82996800
R909445422;9;63.887300;98.713200;B;C;0.82996800
R909073588;9;63.895200;98.713600;B;C;0.82996800
R902168342;9;63.903100;98.714000;B;C;0.82996800
R909651972;9;63.911000;98.714400;B;C;0.82996800
R909083988;9;63.918900;98.714800;B;C;0.82996800
R902042242;9;63.926800;98.715200;B;C;0.82996800
R902121061;9;63.934700;98.715600;B;C;0.82996800
R902020371;9;63.942600;98.716000;B;C;0.82996800
R902154985;9;63.950500;98.716400;B;C;0.82996800
R921178553;9;63.958400;98.716800;B;C;0.82996800
R902086262;9;63.966300;98.717200;B;C;0.82996800
R902297915;9;63.974200;98.717600;B;C;0.82996800
R902004381;9;63.982100;98.718000;B;C;0.82996800
R902042194;9;63.990000;98.718400;B;C;0.82996800
R902602520;9;63.997900;98.718800;B;C;0.82996800
R909831493;9;64.005800;98.719200;B;C;0.82996800
R902004395;9;64.013700;98.719600;B;C;0.82996800
R909157436;9;64.021600;98.720000;B;C;0.82996800
R909403714;9;64.029500;98.720400;B;C;0.82996800
R909921581;9;64.037400;98.720800;B;C;0.82996800
R902153840;9;64.045300;98.721200;B;C;0.82996800
R909650824;9;64.053200;98.721600;B;C;0.82996800
R902146565;9;64.061100;98.722000;B;C;0.82996800
R902051255;9;64.069000;98.722400;B;C;0.82996800
R902005952;9;64.076900;98.722800;B;C;0.82996800
R902162986;9;64.084800;98.723200;B;C;0.82996800
R902028235;9;64.092700;98.723600;B;C;0.82996800
R902077811;9;64.100600;98.724000;B;C;0.82996800
R902006595;9;64.108500;98.724400;B;C;0.82996800
R909921613;9;64.116400;98.724800;B;C;0.82996800
R902206854;9;64.124300;98.725200;B;C;0.82996800
R902247995;9;64.132200;98.725600;B;C;0.82996800
R909067718;9;64.140100;98.726000;B;C;0.82996800
R909439540;9;64.148000;98.726400;B;C;0.82996800
R909435901;9;64.155900;98.726800;B;C;0.82996800
R902149140;9;64.163800;98.727200;B;C;0.82996800
R909062900;9;64.171700;98.727600;B;C;0.82996800
R902107085;9;64.179600;98.728000;B;C;0.82996800
R909449375;9;64.187500;98.728400;B;C;0.82996800
R909443141;9;64.195400;98.728800;B;C;0.82996800
R902121828;9;64.203300;98.729200;B;C;0.82996800
R909431229;9;64.211200;98.729600;B;C;0.82996800
R902031681;9;64.219100;98.730000;B;C;0.82996800
R909153465;9;64.227000;98.730400;B;C;0.82996800
R902279118;9;64.234900;98.730800;B;C;0.82996800
R902257019;9;64.242800;98.731200;B;C;0.82996800
R909060137;9;64.250700;98.731600;B;C;0.82996800
R902303645;9;64.258600;98.732000;B;C;0.82996800
R902188030;9;64.266500;98.732400;B;C;0.82996800
R909439336;9;64.274400;98.732800;B;C;0.82996800
"0510625081";9;64.282300;98.733200;B;C;0.82996800
R902077389;9;64.290200;98.733600;B;C;0.82996800
R902231908;9;64.298100;98.734000;B;C;0.82996800
R902182663;9;64.306000;98.734400;B;C;0.82996800
R902281764;9;64.313900;98.734800;B;C;0.82996800
R909077001;9;64.321800;98.735200;B;C;0.82996800
R902158576;9;64.329700;98.735600;B;C;0.82996800
R909153684;9;64.337600;98.736000;B;C;0.82996800
R909830382;9;64.345500;98.736400;B;C;0.82996800
R902025390;9;64.353400;98.736800;B;C;0.82996800
R902036771;9;64.361300;98.737200;B;C;0.82996800
R902095211;9;64.369200;98.737600;B;C;0.82996800
R902106502;9;64.377100;98.738000;B;C;0.82996800
R902121682;9;64.385000;98.738400;B;C;0.82996800
R909415430;9;64.392900;98.738800;B;C;0.82996800
R902602889;9;64.400800;98.739200;B;C;0.82996800
R909157934;9;64.408700;98.739600;B;C;0.82996800
R902234676;9;64.416600;98.740000;B;C;0.82996800
R913062797;9;64.424500;98.740400;B;C;0.82996800
