"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse_neu";"vorherige_ABC_Klasse";"Gini_Koeffizient"
R902191058;57;31.363000;93.384200;B;C;0.82996800
R902103189;57;31.370900;93.387000;B;C;0.82996800
R913016375;57;31.378800;93.389800;B;C;0.82996800
R902603561;57;31.386700;93.392600;B;C;0.82996800
R909921579;57;31.394600;93.395400;B;C;0.82996800
R909157726;57;31.402500;93.398200;B;C;0.82996800
R902049801;57;31.410400;93.401000;B;C;0.82996800
R909650332;57;31.418300;93.403800;B;C;0.82996800
R902262035;57;31.426200;93.406600;B;C;0.82996800
R902215891;57;31.434100;93.409400;B;C;0.82996800
R909154732;57;31.442000;93.412200;B;C;0.82996800
R909443891;57;31.449900;93.415000;B;C;0.82996800
R909651194;57;31.457800;93.417800;B;C;0.82996800
R902235585;57;31.465700;93.420600;B;C;0.82996800
R909650838;57;31.473600;93.423400;B;C;0.82996800
R902120466;57;31.481500;93.426200;B;C;0.82996800
R902279273;57;31.489400;93.429000;B;C;0.82996800
R902273717;57;31.497300;93.431800;B;C;0.82996800
R909150082;57;31.505200;93.434600;B;C;0.82996800
R909651394;57;31.513100;93.437400;B;C;0.82996800
R902129274;57;31.521000;93.440200;B;C;0.82996800
R902138279;57;31.528900;93.443000;B;C;0.82996800
R902276186;57;31.536800;93.445800;B;C;0.82996800
R909444261;57;31.544700;93.448600;B;C;0.82996800
R902158902;57;31.552600;93.451400;B;C;0.82996800
R902203957;57;31.560500;93.454200;B;C;0.82996800
R902002812;57;31.568400;93.457000;B;C;0.82996800
R909426285;57;31.576300;93.459800;B;C;0.82996800
R902213298;57;31.584200;93.462600;B;C;0.82996800
R902191309;57;31.592100;93.465400;B;C;0.82996800
R902248612;57;31.600000;93.468200;B;C;0.82996800
R902114105;57;31.607900;93.471000;B;C;0.82996800
R913043800;57;31.615800;93.473800;B;C;0.82996800
R909410091;57;31.623700;93.476600;B;C;0.82996800
R902236662;57;31.631600;93.479400;B;C;0.82996800
R909921657;57;31.639500;93.482200;B;C;0.82996800
R913009678;57;31.647400;93.485000;B;C;0.82996800
R902250022;57;31.655300;93.487800;B;C;0.82996800
R902008588;57;31.663200;93.490600;B;C;0.82996800
R902236661;57;31.671100;93.493400;B;C;0.82996800
R902224683;57;31.679000;93.496200;B;C;0.82996800
R902183029;57;31.686900;93.499000;B;C;0.82996800
R902195089;57;31.694800;93.501800;B;C;0.82996800
R902226750;57;31.702700;93.504600;B;C;0.82996800
R902129023;57;31.710600;93.507400;B;C;0.82996800
R909428643;57;31.718500;93.510200;B;C;0.82996800
R909921846;57;31.726400;93.513000;B;C;0.82996800
R902080216;57;31.734300;93.515800;B;C;0.82996800
R902013254;57;31.742200;93.518600;B;C;0.82996800
R902127804;57;31.750100;93.521400;B;C;0.82996800
R902039795;57;31.758000;93.524200;B;C;0.82996800
R902121923;57;31.765900;93.527000;B;C;0.82996800
R902080117;57;31.773800;93.529800;B;C;0.82996800
R902046706;57;31.781700;93.532600;B;C;0.82996800
R902126527;57;31.789600;93.535400;B;C;0.82996800
R902256772;57;31.797500;93.538200;B;C;0.82996800
R902600274;57;31.805400;93.541000;B;C;0.82996800
R909921050;57;31.813300;93.543800;B;C;0.82996800
R902601678;57;31.821200;93.546600;B;C;0.82996800
R902089979;57;31.829100;93.549400;B;C;0.82996800
R909831747;57;31.837000;93.552200;B;C;0.82996800
R909444182;57;31.844900;93.555000;B;C;0.82996800
R902031314;57;31.852800;93.557800;B;C;0.82996800
R902278195;56;31.860700;93.560600;B;C;0.82996800
R902291200;56;31.868600;93.563400;B;C;0.82996800
R902235546;56;31.876500;93.566200;B;X;0.82996800
R902025535;56;31.884400;93.569000;B;C;0.82996800
R902279168;56;31.892300;93.571800;B;C;0.82996800
R902276058;56;31.900200;93.574600;B;C;0.82996800
R902276035;56;31.908100;93.577400;B;C;0.82996800
R902269018;56;31.916000;93.580200;B;C;0.82996800
R902046653;56;31.923900;93.583000;B;C;0.82996800
R902554923;56;31.931800;93.585800;B;C;0.82996800
R902014188;56;31.939700;93.588600;B;X;0.82996800
R902162402;56;31.947600;93.591400;B;C;0.82996800
R902290410;56;31.955500;93.594200;B;C;0.82996800
R902291201;56;31.963400;93.597000;B;C;0.82996800
R909651207;56;31.971300;93.599800;B;X;0.82996800
R902025535;56;31.979200;93.602600;B;X;0.82996800
R902118639;56;31.987100;93.605400;B;C;0.82996800
R902545421;56;31.995000;93.608200;B;C;0.82996800
R902072562;56;32.002900;93.611000;B;C;0.82996800
R902192182;56;32.010800;93.613800;B;X;0.82996800
R909830862;55;32.018700;93.616500;B;C;0.82996800
R902283953;55;32.026600;93.619200;B;C;0.82996800
R902205024;55;32.034500;93.621900;B;C;0.82996800
R902134510;55;32.042400;93.624600;B;C;0.82996800
R902191493;55;32.050300;93.627300;B;C;0.82996800
R902247999;54;32.058200;93.630000;B;C;0.82996800
R902063342;54;32.066100;93.632700;B;X;0.82996800
R902039556;54;32.074000;93.635400;B;X;0.82996800
R902414447;54;32.081900;93.638100;B;X;0.82996800
R909156863;54;32.089800;93.640800;B;C;0.82996800
R909449994;54;32.097700;93.643500;B;C;0.82996800
R909651206;54;32.105600;93.646200;B;C;0.82996800
R902272320;54;32.113500;93.648900;B;C;0.82996800
R909432465;54;32.121400;93.651600;B;C;0.82996800
R902215892;54;32.129300;93.654300;B;C;0.82996800
R909921021;54;32.137200;93.657000;B;C;0.82996800
R909153243;54;32.145100;93.659700;B;C;0.82996800
R902127939;54;32.153000;93.662400;B;C;0.82996800
R902189006;54;32.160900;93.665100;B;C;0.82996800
R902118708;54;32.168800;93.667800;B;C;0.82996800
R902031675;54;32.176700;93.670500;B;C;0.82996800
R913061147;54;32.184600;93.673200;B;C;0.82996800
R902295059;54;32.192500;93.675900;B;C;0.82996800
R909411019;54;32.200400;93.678600;B;C;0.82996800
R909426707;54;32.208300;93.681300;B;C;0.82996800
R913035723;54;32.216200;93.684000;B;C;0.82996800
R902257044;54;32.224100;93.686700;B;C;0.82996800
R902270036;54;32.232000;93.689400;B;C;0.82996800
R902242846;54;32.239900;93.692100;B;C;0.82996800
R909430148;54;32.247800;93.694800;B;C;0.82996800
