"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse";"vorherige_ABC_Klasse"
R902603018;108;25.03200;88.94152;B;X
R902603910;107;25.04094;88.94691;B;C
R902151644;107;25.04988;88.95230;B;C
R902281286;106;25.05882;88.95764;B;C
R902121892;106;25.06776;88.96298;B;X
R902115320;106;25.07670;88.96832;B;C
R909444592;106;25.08564;88.97366;B;X
R902028565;106;25.09458;88.97900;B;X
R902094198;106;25.10352;88.98434;B;X
R902066847;106;25.11246;88.98968;B;X
R902209708;106;25.12140;88.99502;B;X
R902260864;106;25.13034;89.00036;B;C
R902025737;106;25.13928;89.00570;B;C
R902230574;106;25.14822;89.01104;B;X
R909443179;105;25.15716;89.01633;B;C
R902400545;105;25.16610;89.02162;B;C
R909444596;105;25.17504;89.02691;B;C
R909650335;105;25.18398;89.03220;B;C
R902090887;105;25.19292;89.03749;B;C
R909083386;105;25.20186;89.04278;B;C
R902295171;105;25.21080;89.04807;B;C
R909650831;105;25.21974;89.05336;B;C
R902249077;105;25.22868;89.05865;B;C
R902191062;105;25.23762;89.06394;B;C
R902121477;105;25.24656;89.06923;B;C
R909921002;105;25.25550;89.07452;B;C
R902055516;105;25.26444;89.07981;B;C
R902602841;105;25.27338;89.08510;B;C
R902252468;105;25.28232;89.09039;B;C
R902600655;105;25.29126;89.09568;B;C
R902071731;105;25.30020;89.10097;B;C
R909083984;105;25.30914;89.10626;B;C
R902014641;105;25.31808;89.11155;B;C
R902121808;105;25.32702;89.11684;B;C
R909412689;105;25.33596;89.12213;B;C
R902040690;105;25.34490;89.12742;B;C
R902099269;105;25.35384;89.13271;B;C
R909436300;105;25.36278;89.13800;B;C
R902261569;105;25.37172;89.14329;B;C
R902279755;105;25.38066;89.14858;B;C
R902400860;105;25.38960;89.15387;B;C
R917014736;105;25.39854;89.15916;B;C
R902119472;105;25.40748;89.16445;B;C
R902280452;105;25.41642;89.16974;B;C
R902072550;105;25.42536;89.17503;B;C
R902206846;105;25.43430;89.18032;B;C
R902045129;105;25.44324;89.18561;B;C
R902408268;105;25.45218;89.19090;B;C
R909425804;105;25.46112;89.19619;B;C
R902283473;105;25.47006;89.20148;B;C
R909065792;105;25.47900;89.20677;B;C
R902269181;104;25.48794;89.21201;B;C
R902229605;104;25.49688;89.21725;B;X
R902213295;104;25.50582;89.22249;B;X
R902203938;104;25.51476;89.22773;B;C
R902182109;104;25.52370;89.23297;B;X
R902162135;104;25.53264;89.23821;B;C
R902260619;104;25.54158;89.24345;B;C
R902287136;104;25.55052;89.24869;B;C
R909444358;104;25.55946;89.25393;B;C
R902258020;104;25.56840;89.25917;B;C
R902228419;104;25.57734;89.26441;B;X
R909830719;104;25.58628;89.26965;B;C
R902279294;104;25.59522;89.27489;B;C
R902162135;104;25.60416;89.28013;B;X
R902139569;103;25.61310;89.28532;B;C
R902273775;102;25.62204;89.29046;B;C
R909086823;102;25.63098;89.29560;B;C
R902062547;102;25.63992;89.30074;B;C
R909426705;102;25.64886;89.30588;B;C
R902055581;102;25.65780;89.31102;B;X
R902222550;102;25.66674;89.31616;B;C
R909083962;102;25.67568;89.32130;B;C
R902251060;102;25.68462;89.32644;B;C
R902126903;102;25.69356;89.33158;B;C
R902600576;102;25.70250;89.33672;B;C
R909152271;102;25.71144;89.34186;B;C
R902256785;102;25.72038;89.34700;B;C
R909650144;102;25.72932;89.35214;B;C
R902249017;102;25.73826;89.35728;B;C
R909651803;102;25.74720;89.36242;B;C
R902190717;102;25.75614;89.36756;B;C
R902276002;102;25.76508;89.37270;B;C
R902258132;102;25.77402;89.37784;B;C
R902248577;102;25.78296;89.38298;B;C
R902276052;102;25.79190;89.38812;B;C
R902273012;102;25.80084;89.39326;B;C
R909921705;102;25.80978;89.39840;B;C
R902095333;102;25.81872;89.40354;B;C
R909153517;102;25.82766;89.40868;B;C
R909445707;102;25.83660;89.41382;B;C
R909086263;102;25.84554;89.41896;B;C
R902119573;102;25.85448;89.42410;B;C
R902603726;102;25.86342;89.42924;B;C
R902600653;102;25.87236;89.43438;B;C
R902283857;102;25.88130;89.43952;B;C
R902182598;102;25.89024;89.44466;B;C
R913077924;102;25.89918;89.44980;B;C
R902400727;102;25.90812;89.45494;B;C
R902121924;102;25.91706;89.46008;B;C
R902273001;102;25.92600;89.46522;B;C
R909652089;102;25.93494;89.47036;B;C
R909154982;102;25.94388;89.47550;B;C
R902603010;102;25.95282;89.48064;B;C
R902038569;102;25.96176;89.48578;B;B
R902230578;102;25.97070;89.49092;B;C
R902603501;102;25.97964;89.49606;B;C
R909651006;102;25.98858;89.50120;B;C
R902182597;102;25.99752;89.50634;B;C
R902515843;102;26.00646;89.51148;B;C
R909086077;102;26.01540;89.51662;B;C
R902210427;102;26.02434;89.52176;B;C
R902230245;102;26.03328;89.52690;B;C
R909445560;102;26.04222;89.53204;B;C
R902273413;102;26.05116;89.53718;B;C
R909444942;102;26.06010;89.54232;B;C
R902600217;102;26.06904;89.54746;B;C
R902118564;100;26.07798;89.55250;B;X
R902257081;100;26.08692;89.55754;B;C
R902557614;100;26.09586;89.56258;B;C
R902025762;100;26.10480;89.56762;B;X
R901422741;100;26.11374;89.57266;B;C
R902209845;100;26.12268;89.57770;B;C
R913065972;100;26.13162;89.58274;B;C
R902283214;100;26.14056;89.58778;B;C
R902600675;100;26.14950;89.59282;B;C
R902269113;100;26.15844;89.59786;B;C
R902167274;100;26.16738;89.60290;B;X
R902273037;100;26.17632;89.60794;B;C
R902120715;99;26.18526;89.61293;B;C
R902236478;99;26.19420;89.61792;B;C
R902082306;99;26.20314;89.62291;B;C
R913041241;99;26.21208;89.62790;B;C
R902120530;99;26.22102;89.63289;B;C
R909921569;99;26.22996;89.63788;B;C
R902154451;99;26.23890;89.64287;B;C
R902237842;99;26.24784;89.64786;B;C
R909650468;99;26.25678;89.65285;B;C
R902269120;99;26.26572;89.65784;B;C
R909156779;99;26.27466;89.66283;B;C
R902032871;99;26.28360;89.66782;B;C
R909922181;99;26.29254;89.67281;B;C
R909436737;99;26.30148;89.67780;B;C
R909152377;99;26.31042;89.68279;B;C
R909424258;99;26.31936;89.68778;B;C
R909650833;99;26.32830;89.69277;B;C
R909083942;99;26.33724;89.69776;B;C
R902603764;99;26.34618;89.70275;B;C
R909426269;99;26.35512;89.70774;B;C
R909921537;99;26.36406;89.71273;B;C
R902136797;99;26.37300;89.71772;B;C
R909083009;99;26.38194;89.72271;B;C
R902113672;99;26.39088;89.72770;B;C
R909445069;99;26.39982;89.73269;B;C
R909084889;99;26.40876;89.73768;B;C
R909650262;99;26.41770;89.74267;B;C
R902276328;99;26.42664;89.74766;B;C
R902192961;99;26.43558;89.75265;B;C
R909068741;99;26.44452;89.75764;B;C
R902062107;99;26.45346;89.76263;B;C
R909439411;99;26.46240;89.76762;B;C
R902012200;99;26.47134;89.77261;B;C
R909083830;99;26.48028;89.77760;B;C
R902033448;99;26.48922;89.78259;B;C
R909421396;99;26.49816;89.78758;B;C
R902248587;98;26.50710;89.79252;B;C
R902283367;98;26.51604;89.79746;B;C
R909078314;98;26.52498;89.80240;B;C
"0510525073";98;26.53392;89.80734;B;C
R909921274;97;26.54286;89.81223;B;C
R902280497;96;26.55180;89.81707;B;C
R909444288;96;26.56074;89.82191;B;C
R909087518;96;26.56968;89.82675;B;C
R902257146;96;26.57862;89.83159;B;C
R902146558;96;26.58756;89.83643;B;C
R902272218;96;26.59650;89.84127;B;C
R909083724;96;26.60544;89.84611;B;C
R902047708;96;26.61438;89.85095;B;C
R902040594;96;26.62332;89.85579;B;C
R902051228;96;26.63226;89.86063;B;C
R909444160;96;26.64120;89.86547;B;C
R902162385;96;26.65014;89.87031;B;X
R902079122;96;26.65908;89.87515;B;C
R902191057;96;26.66802;89.87999;B;C
R902182549;96;26.67696;89.88483;B;C
R909087116;96;26.68590;89.88967;B;C
R902215896;96;26.69484;89.89451;B;C
R909650196;96;26.70378;89.89935;B;C
R902040495;96;26.71272;89.90419;B;C
R902182532;96;26.72166;89.90903;B;C
R909085810;96;26.73060;89.91387;B;C
R902138732;96;26.73954;89.91871;B;C
R902101349;96;26.74848;89.92355;B;X
R902423425;96;26.75742;89.92839;B;B
R902206370;96;26.76636;89.93323;B;C
R909426701;96;26.77530;89.93807;B;C
R902603562;96;26.78424;89.94291;B;C
R909421991;96;26.79318;89.94775;B;C
R902260674;96;26.80212;89.95259;B;C
R902239344;96;26.81106;89.95743;B;C
R902219827;96;26.82000;89.96227;B;C
R902011234;96;26.82894;89.96711;B;C
R902287422;96;26.83788;89.97195;B;C
R909152694;96;26.84682;89.97679;B;C
R902040601;96;26.85576;89.98163;B;C
R902272377;96;26.86470;89.98647;B;C
R909830867;96;26.87364;89.99131;B;C
R909087972;96;26.88258;89.99615;B;C
R902273359;96;26.89152;90.00099;B;C
R902089437;96;26.90046;90.00583;B;C
R902013237;96;26.90940;90.01067;B;X
R902188365;96;26.91834;90.01551;B;C
R909086138;96;26.92728;90.02035;B;C
R909831405;96;26.93622;90.02519;B;C
R902602854;96;26.94516;90.03003;B;C
R902449428;96;26.95410;90.03487;B;C
R902182529;96;26.96304;90.03971;B;C
R902025600;96;26.97198;90.04455;B;C
R902062109;96;26.98092;90.04939;B;B
R902182493;95;26.98986;90.05418;B;C
R902434301;94;26.99880;90.05892;B;X
R902186269;94;27.00774;90.06366;B;B
R902272367;94;27.01668;90.06840;B;C
R909921544;94;27.02562;90.07314;B;C
R901562633;94;27.03456;90.07788;B;C
R902230573;94;27.04350;90.08262;B;X
R902025522;94;27.05244;90.08736;B;X
R902015627;94;27.06138;90.09210;B;C
R902272363;94;27.07032;90.09684;B;C
R902279775;94;27.07926;90.10158;B;C
R902063825;94;27.08820;90.10632;B;X
R902103598;94;27.09714;90.11106;B;X
R902280467;94;27.10608;90.11580;B;C
R902077942;94;27.11502;90.12054;B;C
R902025714;93;27.12396;90.12523;B;C
R902248777;93;27.13290;90.12992;B;C
R909083388;93;27.14184;90.13461;B;C
R902262482;93;27.15078;90.13930;B;C
R909085545;93;27.15972;90.14399;B;C
R902206935;93;27.16866;90.14868;B;C
R902239415;93;27.17760;90.15337;B;C
R902156227;93;27.18654;90.15806;B;C
R909650890;93;27.19548;90.16275;B;C
R902228938;93;27.20442;90.16744;B;C
R902237838;93;27.21336;90.17213;B;C
R909425746;93;27.22230;90.17682;B;C
R902257247;93;27.23124;90.18151;B;C
R909445427;93;27.24018;90.18620;B;C
R902162985;93;27.24912;90.19089;B;C
R902236891;93;27.25806;90.19558;B;C
R902049798;93;27.26700;90.20027;B;C
R913045131;93;27.27594;90.20496;B;C
R902158813;93;27.28488;90.20965;B;C
R902241508;93;27.29382;90.21434;B;C
R902163648;93;27.30276;90.21903;B;C
R902080202;93;27.31170;90.22372;B;C
R909921421;93;27.32064;90.22841;B;C
R902213020;93;27.32958;90.23310;B;C
R902602715;92;27.33852;90.23774;B;X
R902278433;92;27.34746;90.24238;B;C
R902273325;92;27.35640;90.24702;B;C
R902490712;92;27.36534;90.25166;B;C
R909445125;92;27.37428;90.25630;B;B
R902291417;92;27.38322;90.26094;B;C
R902273985;92;27.39216;90.26558;B;C
R902071304;92;27.40110;90.27022;B;C
R917011558;92;27.41004;90.27486;B;C
R902191255;92;27.41898;90.27950;B;X
R902158812;92;27.42792;90.28414;B;C
R902025598;92;27.43686;90.28878;B;X
R902132110;91;27.44580;90.29337;B;C
R902400546;91;27.45474;90.29796;B;C
R909831924;91;27.46368;90.30255;B;C
"0510625071";91;27.47262;90.30714;B;C
R902279500;91;27.48156;90.31173;B;C
R909084531;91;27.49050;90.31632;B;C
R913069956;90;27.49944;90.32086;B;C
R909156612;90;27.50838;90.32540;B;C
R902088306;90;27.51732;90.32994;B;C
R902007087;90;27.52626;90.33448;B;C
R909153320;90;27.53520;90.33902;B;C
R902603288;90;27.54414;90.34356;B;C
R902246356;90;27.55308;90.34810;B;C
R902548832;90;27.56202;90.35264;B;C
R902083814;90;27.57096;90.35718;B;C
R902227277;90;27.57990;90.36172;B;C
R902047357;90;27.58884;90.36626;B;C
R902438304;90;27.59778;90.37080;B;C
R902154172;90;27.60672;90.37534;B;C
R909408894;90;27.61566;90.37988;B;C
R902025523;90;27.62460;90.38442;B;C
R909435667;90;27.63354;90.38896;B;C
R902283813;90;27.64248;90.39350;B;C
R909426136;90;27.65142;90.39804;B;C
R902158820;90;27.66036;90.40258;B;C
R902044082;90;27.66930;90.40712;B;C
R902213211;90;27.67824;90.41166;B;X
R902195234;90;27.68718;90.41620;B;C
R902235685;90;27.69612;90.42074;B;C
R909403549;90;27.70506;90.42528;B;C
R902283809;90;27.71400;90.42982;B;C
R902119595;90;27.72294;90.43436;B;X
R902219952;90;27.73188;90.43890;B;C
R909419771;90;27.74082;90.44344;B;C
R902020481;90;27.74976;90.44798;B;X
R909083369;90;27.75870;90.45252;B;C
R902602633;90;27.76764;90.45706;B;C
R909436795;90;27.77658;90.46160;B;C
R902262027;90;27.78552;90.46614;B;C
R909650136;90;27.79446;90.47068;B;C
R902281085;90;27.80340;90.47522;B;C
R902279921;90;27.81234;90.47976;B;C
R909420720;90;27.82128;90.48430;B;C
R902241497;90;27.83022;90.48884;B;C
R902080122;90;27.83916;90.49338;B;A
R902105552;90;27.84810;90.49792;B;C
R909921953;90;27.85704;90.50246;B;C
R902241510;90;27.86598;90.50700;B;C
R902182536;90;27.87492;90.51154;B;C
R913069957;90;27.88386;90.51608;B;C
R902007088;90;27.89280;90.52062;B;C
R902246075;90;27.90174;90.52516;B;C
R902291156;89;27.91068;90.52965;B;C
R902186253;88;27.91962;90.53409;B;C
R902279128;88;27.92856;90.53853;B;C
R902280142;88;27.93750;90.54297;B;C
R902079382;88;27.94644;90.54741;B;C
R902016354;88;27.95538;90.55185;B;X
R902076601;88;27.96432;90.55629;B;B
R902118626;88;27.97326;90.56073;B;C
R902191361;88;27.98220;90.56517;B;C
R902042223;88;27.99114;90.56961;B;X
R902279614;88;28.00008;90.57405;B;C
R909086950;88;28.00902;90.57849;B;C
R902273939;88;28.01796;90.58293;B;C
R902289003;88;28.02690;90.58737;B;C
R902070158;88;28.03584;90.59181;B;X
R902269488;88;28.04478;90.59625;B;C
R902289075;88;28.05372;90.60069;B;C
R902239410;87;28.06266;90.60508;B;C
R902238365;87;28.07160;90.60947;B;C
R902163546;87;28.08054;90.61386;B;C
R902082366;87;28.08948;90.61825;B;C
R902068504;87;28.09842;90.62264;B;C
R902084705;87;28.10736;90.62703;B;C
R902272419;87;28.11630;90.63142;B;C
R902258073;87;28.12524;90.63581;B;C
R902215909;87;28.13418;90.64020;B;C
R902235617;87;28.14312;90.64459;B;C
R909439390;87;28.15206;90.64898;B;C
R902099974;87;28.16100;90.65337;B;C
R902042039;87;28.16994;90.65776;B;C
R909831406;87;28.17888;90.66215;B;C
R902600656;87;28.18782;90.66654;B;C
R902032247;87;28.19676;90.67093;B;C
R902261590;87;28.20570;90.67532;B;C
R913004017;87;28.21464;90.67971;B;C
R902083048;87;28.22358;90.68410;B;C
R909445436;87;28.23252;90.68849;B;C
R909435552;87;28.24146;90.69288;B;C
R902040631;87;28.25040;90.69727;B;C
R909830659;87;28.25934;90.70166;B;C
R909436379;87;28.26828;90.70605;B;C
R909426709;87;28.27722;90.71044;B;C
R909921408;87;28.28616;90.71483;B;C
R902080030;87;28.29510;90.71922;B;C
R902279076;87;28.30404;90.72361;B;C
R913056468;87;28.31298;90.72800;B;C
R902215813;87;28.32192;90.73239;B;C
R902603905;87;28.33086;90.73678;B;C
R902228577;87;28.33980;90.74117;B;C
R902182605;87;28.34874;90.74556;B;C
R902278216;87;28.35768;90.74995;B;C
R909921356;87;28.36662;90.75434;B;C
R902025545;87;28.37556;90.75873;B;C
R902234845;87;28.38450;90.76312;B;C
R902115931;87;28.39344;90.76751;B;C
R902586423;87;28.40238;90.77190;B;C
R902273020;87;28.41132;90.77629;B;C
R902066993;87;28.42026;90.78068;B;C
R909424299;87;28.42920;90.78507;B;C
R909609404;87;28.43814;90.78946;B;C
R909083088;87;28.44708;90.79385;B;C
R909084163;87;28.45602;90.79824;B;C
R902289187;86;28.46496;90.80258;B;C
R902118529;86;28.47390;90.80692;B;X
R902124765;86;28.48284;90.81126;B;A
R902078455;86;28.49178;90.81560;B;X
R902114307;85;28.50072;90.81989;B;C
R902025588;85;28.50966;90.82418;B;C
R909652090;84;28.51860;90.82841;B;C
R902084606;84;28.52754;90.83264;B;C
R910105031;84;28.53648;90.83687;B;C
R909426605;84;28.54542;90.84110;B;C
R902110016;84;28.55436;90.84533;B;C
R913058597;84;28.56330;90.84956;B;C
R909651089;84;28.57224;90.85379;B;C
R902156398;84;28.58118;90.85802;B;C
R902237708;84;28.59012;90.86225;B;C
R909435002;84;28.59906;90.86648;B;C
R902031674;84;28.60800;90.87071;B;C
"2917850202";84;28.61694;90.87494;B;C
R902246339;84;28.62588;90.87917;B;C
R902162828;84;28.63482;90.88340;B;C
R902246813;84;28.64376;90.88763;B;X
R902206238;84;28.65270;90.89186;B;C
R909921727;84;28.66164;90.89609;B;C
R902546557;84;28.67058;90.90032;B;C
R909085359;84;28.67952;90.90455;B;C
R902118743;84;28.68846;90.90878;B;C
R909425867;84;28.69740;90.91301;B;C
R902121807;84;28.70634;90.91724;B;C
R909154053;84;28.71528;90.92147;B;C
R909440420;84;28.72422;90.92570;B;C
R902153101;84;28.73316;90.92993;B;B
R902304509;84;28.74210;90.93416;B;C
R902283285;84;28.75104;90.93839;B;C
R910962952;84;28.75998;90.94262;B;C
R909432559;84;28.76892;90.94685;B;C
R902162988;84;28.77786;90.95108;B;C
R902242585;84;28.78680;90.95531;B;C
R902063162;84;28.79574;90.95954;B;C
R902102028;84;28.80468;90.96377;B;X
R902260665;84;28.81362;90.96800;B;C
R909431470;84;28.82256;90.97223;B;C
R902252429;84;28.83150;90.97646;B;C
R909083764;84;28.84044;90.98069;B;C
R902283819;84;28.84938;90.98492;B;C
R902603709;84;28.85832;90.98915;B;C
R902004934;84;28.86726;90.99338;B;C
R913029942;84;28.87620;90.99761;B;C
R902070321;84;28.88514;91.00184;B;C
"0510565117";84;28.89408;91.00607;B;C
R902400847;84;28.90302;91.01030;B;C
R902077828;84;28.91196;91.01453;B;C
R909432508;84;28.92090;91.01876;B;C
R902025560;84;28.92984;91.02299;B;C
R902258019;84;28.93878;91.02722;B;C
R909426948;84;28.94772;91.03145;B;C
R909921971;84;28.95666;91.03568;B;C
R902031672;84;28.96560;91.03991;B;C
R909086432;84;28.97454;91.04414;B;C
R909432560;84;28.98348;91.04837;B;C
R909445426;84;28.99242;91.05260;B;C
R909444919;84;29.00136;91.05683;B;C
R902127901;84;29.01030;91.06106;B;C
R902080200;83;29.01924;91.06524;B;C
R902126875;83;29.02818;91.06942;B;C
R902118910;83;29.03712;91.07360;B;C
R902042130;82;29.04606;91.07773;B;X
R909445557;82;29.05500;91.08186;B;C
R902203940;82;29.06394;91.08599;B;X
R902222990;82;29.07288;91.09012;B;X
R902121353;82;29.08182;91.09425;B;C
R902036749;82;29.09076;91.09838;B;X
R902094199;82;29.09970;91.10251;B;X
R902114325;82;29.10864;91.10664;B;X
R902229608;82;29.11758;91.11077;B;C
R902121050;82;29.12652;91.11490;B;C
R902083019;81;29.13546;91.11898;B;C
R902191584;81;29.14440;91.12306;B;C
R902246940;81;29.15334;91.12714;B;C
R902108590;81;29.16228;91.13122;B;C
R902200337;81;29.17122;91.13530;B;C
R902134591;81;29.18016;91.13938;B;C
R902101424;81;29.18910;91.14346;B;C
R902601822;81;29.19804;91.14754;B;C
R902049763;81;29.20698;91.15162;B;C
R909650319;81;29.21592;91.15570;B;C
R909426284;81;29.22486;91.15978;B;C
R909921930;81;29.23380;91.16386;B;C
R902086612;81;29.24274;91.16794;B;C
R902272383;81;29.25168;91.17202;B;C
R909083014;81;29.26062;91.17610;B;C
R902230579;81;29.26956;91.18018;B;C
R902254897;81;29.27850;91.18426;B;C
R909830300;81;29.28744;91.18834;B;C
R902167373;81;29.29638;91.19242;B;C
R902121029;81;29.30532;91.19650;B;C
R902079381;81;29.31426;91.20058;B;C
R902048127;81;29.32320;91.20466;B;C
R909426025;81;29.33214;91.20874;B;C
R913011600;81;29.34108;91.21282;B;C
R902254814;81;29.35002;91.21690;B;C
R902010644;81;29.35896;91.22098;B;C
R902603300;81;29.36790;91.22506;B;C
R902261999;81;29.37684;91.22914;B;C
R902139530;81;29.38578;91.23322;B;C
R902038833;81;29.39472;91.23730;B;C
R909421451;81;29.40366;91.24138;B;C
R902272506;81;29.41260;91.24546;B;C
R902228945;81;29.42154;91.24954;B;C
R902262026;81;29.43048;91.25362;B;C
R909150668;81;29.43942;91.25770;B;C
R902210784;81;29.44836;91.26178;B;C
R902460785;81;29.45730;91.26586;B;C
R909085477;81;29.46624;91.26994;B;C
F00VC15100;81;29.47518;91.27402;B;C
R909157169;81;29.48412;91.27810;B;C
R909650145;81;29.49306;91.28218;B;C
R909430661;81;29.50200;91.28626;B;C
R909651675;81;29.51094;91.29034;B;C
R902258196;81;29.51988;91.29442;B;C
R902556440;80;29.52882;91.29845;B;C
R902025552;80;29.53776;91.30248;B;X
R909157344;80;29.54670;91.30651;B;C
R902025850;80;29.55564;91.31054;B;C
R902013115;80;29.56458;91.31457;B;X
R902279891;80;29.57352;91.31860;B;C
R902433668;80;29.58246;91.32263;B;C
R902157152;80;29.59140;91.32666;B;X
R902138284;80;29.60034;91.33069;B;X
R902417980;80;29.60928;91.33472;B;C
R902280143;80;29.61822;91.33875;B;C
R909400262;80;29.62716;91.34278;B;C
R902260939;80;29.63610;91.34681;B;C
R902088026;80;29.64504;91.35084;B;C
R902230577;80;29.65398;91.35487;B;C
R902403814;80;29.66292;91.35890;B;C
R902566658;80;29.67186;91.36293;B;C
R902025534;80;29.68080;91.36696;B;X
R902162406;80;29.68974;91.37099;B;C
R902014187;80;29.69868;91.37502;B;X
R909156115;80;29.70762;91.37905;B;C
R909922156;79;29.71656;91.38303;B;C
R909436701;78;29.72550;91.38696;B;C
R913020251;78;29.73444;91.39089;B;C
R902209804;78;29.74338;91.39482;B;C
R902127638;78;29.75232;91.39875;B;C
R909922174;78;29.76126;91.40268;B;C
R902099043;78;29.77020;91.40661;B;C
R902014042;78;29.77914;91.41054;B;C
R902247998;78;29.78808;91.41447;B;C
R909921568;78;29.79702;91.41840;B;C
R909445579;78;29.80596;91.42233;B;C
R909831403;78;29.81490;91.42626;B;C
R902077956;78;29.82384;91.43019;B;C
R902276482;78;29.83278;91.43412;B;C
R902603311;78;29.84172;91.43805;B;C
R902057971;78;29.85066;91.44198;B;C
R902192638;78;29.85960;91.44591;B;C
R902097197;78;29.86854;91.44984;B;C
R902230256;78;29.87748;91.45377;B;C
R909086334;78;29.88642;91.45770;B;C
R909430763;78;29.89536;91.46163;B;C
R909421291;78;29.90430;91.46556;B;C
R902151861;78;29.91324;91.46949;B;C
R902260664;78;29.92218;91.47342;B;C
R902070241;78;29.93112;91.47735;B;C
R902015575;78;29.94006;91.48128;B;C
R902168450;78;29.94900;91.48521;B;C
R902285136;78;29.95794;91.48914;B;C
R902192960;78;29.96688;91.49307;B;C
R902121107;78;29.97582;91.49700;B;C
R902270096;78;29.98476;91.50093;B;C
R902010618;78;29.99370;91.50486;B;C
R909444654;78;30.00264;91.50879;B;C
R902031134;78;30.01158;91.51272;B;C
R902272522;78;30.02052;91.51665;B;C
R902063822;78;30.02946;91.52058;B;C
R902083812;78;30.03840;91.52451;B;C
R909444054;78;30.04734;91.52844;B;C
R902025228;78;30.05628;91.53237;B;C
R902084926;78;30.06522;91.53630;B;C
R902191385;78;30.07416;91.54023;B;X
R902028146;78;30.08310;91.54416;B;C
R909243433;78;30.09204;91.54809;B;C
R902252405;78;30.10098;91.55202;B;C
R902248670;78;30.10992;91.55595;B;C
R902121932;78;30.11886;91.55988;B;C
"0510765129";78;30.12780;91.56381;B;C
R902182705;78;30.13674;91.56774;B;C
R902002555;78;30.14568;91.57167;B;C
R902105835;78;30.15462;91.57560;B;B
R902602973;78;30.16356;91.57953;B;C
R902600059;78;30.17250;91.58346;B;C
R909439275;78;30.18144;91.58739;B;C
R902040707;78;30.19038;91.59132;B;C
R909425869;78;30.19932;91.59525;B;C
R902287565;77;30.20826;91.59913;B;C
R909425868;77;30.21720;91.60301;B;C
R902649940;77;30.22614;91.60689;B;C
R902533633;77;30.23508;91.61077;B;C
R909651165;77;30.24402;91.61465;B;C
R902279882;77;30.25296;91.61853;B;C
R902600286;77;30.26190;91.62241;B;C
R902042671;76;30.27084;91.62624;B;C
R917013322;76;30.27978;91.63007;B;C
R902078222;76;30.28872;91.63390;B;X
R902215651;76;30.29766;91.63773;B;C
R902191400;76;30.30660;91.64156;B;X
R902103121;76;30.31554;91.64539;B;B
R902011015;76;30.32448;91.64922;B;C
R902287179;76;30.33342;91.65305;B;C
R902269200;76;30.34236;91.65688;B;C
R902011015;76;30.35130;91.66071;B;X
R902101425;76;30.36024;91.66454;B;X
R902273993;76;30.36918;91.66837;B;C
R902015518;76;30.37812;91.67220;B;X
R902139552;76;30.38706;91.67603;B;C
R917011817;76;30.39600;91.67986;B;C
R902035932;76;30.40494;91.68369;B;C
R909651425;76;30.41388;91.68752;B;X
R913069966;76;30.42282;91.69135;B;C
R902103461;75;30.43176;91.69513;B;C
R902113679;75;30.44070;91.69891;B;C
R909922145;75;30.44964;91.70269;B;C
R902120356;75;30.45858;91.70647;B;C
R902261745;75;30.46752;91.71025;B;C
R902095327;75;30.47646;91.71403;B;C
R902105207;75;30.48540;91.71781;B;C
R902024554;75;30.49434;91.72159;B;C
R902272466;75;30.50328;91.72537;B;C
R902108786;75;30.51222;91.72915;B;C
R909430886;75;30.52116;91.73293;B;C
R909650267;75;30.53010;91.73671;B;C
R902118912;75;30.53904;91.74049;B;C
R902004048;75;30.54798;91.74427;B;C
R902436823;75;30.55692;91.74805;B;A
R909444252;75;30.56586;91.75183;B;C
R902215661;75;30.57480;91.75561;B;C
R902131485;75;30.58374;91.75939;B;C
R902016684;75;30.59268;91.76317;B;C
R902020443;75;30.60162;91.76695;B;C
R902031949;75;30.61056;91.77073;B;C
R909445921;75;30.61950;91.77451;B;C
R909439394;75;30.62844;91.77829;B;C
R909443645;75;30.63738;91.78207;B;C
R902603174;75;30.64632;91.78585;B;C
R900001989;75;30.65526;91.78963;B;C
R909651028;75;30.66420;91.79341;B;C
R902026651;75;30.67314;91.79719;B;C
R902015628;75;30.68208;91.80097;B;C
R902279082;75;30.69102;91.80475;B;C
R902186270;75;30.69996;91.80853;B;C
R902136791;75;30.70890;91.81231;B;C
R902251423;75;30.71784;91.81609;B;C
R909086752;75;30.72678;91.81987;B;C
R902021900;75;30.73572;91.82365;B;C
R902182590;75;30.74466;91.82743;B;C
R900012467;75;30.75360;91.83121;B;C
R902257248;75;30.76254;91.83499;B;C
R909409509;75;30.77148;91.83877;B;C
R902021906;75;30.78042;91.84255;B;C
R909651659;75;30.78936;91.84633;B;C
R902103344;75;30.79830;91.85011;B;C
R909086730;75;30.80724;91.85389;B;C
R902108831;75;30.81618;91.85767;B;C
R913049034;75;30.82512;91.86145;B;C
R909421302;75;30.83406;91.86523;B;C
R909921752;75;30.84300;91.86901;B;C
R909650327;75;30.85194;91.87279;B;C
R902002554;75;30.86088;91.87657;B;C
R902436823;75;30.86982;91.88035;B;C
R909921453;75;30.87876;91.88413;B;C
R902191308;74;30.88770;91.88786;B;X
R902491348;74;30.89664;91.89159;B;X
R902062278;74;30.90558;91.89532;B;X
R902270410;74;30.91452;91.89905;B;C
R902278453;74;30.92346;91.90278;B;C
R902295179;74;30.93240;91.90651;B;C
R902117443;74;30.94134;91.91024;B;X
R902191837;73;30.95028;91.91392;B;C
