"ARTIKELNR";"Haeufigkeit";"kum_anteil_SKU";"kum_anteil_OL";"ABC_Klasse";"vorherige_ABC_Klasse"
R902130300;9;73.71924;99.10468;B;C
R909445629;9;73.72818;99.10513;B;C
R902027310;9;73.73712;99.10558;B;C
R909651175;9;73.74606;99.10603;B;C
R902252002;9;73.75500;99.10648;B;C
R909921595;9;73.76394;99.10693;B;C
R902036640;9;73.77288;99.10738;B;C
R909830951;9;73.78182;99.10783;B;C
R909651703;9;73.79076;99.10828;B;C
R902107301;9;73.79970;99.10873;B;C
R902045071;9;73.80864;99.10918;B;C
R909436640;9;73.81758;99.10963;B;C
R902168005;9;73.82652;99.11008;B;C
R909421403;9;73.83546;99.11053;B;C
R902192505;9;73.84440;99.11098;B;C
R909083074;9;73.85334;99.11143;B;C
R902124435;9;73.86228;99.11188;B;C
R902273496;9;73.87122;99.11233;B;C
R902252427;9;73.88016;99.11278;B;C
R902243574;9;73.88910;99.11323;B;C
R909062889;9;73.89804;99.11368;B;C
R909083981;9;73.90698;99.11413;B;C
R909156630;9;73.91592;99.11458;B;C
R902118857;9;73.92486;99.11503;B;C
R909156200;9;73.93380;99.11548;B;C
R902602675;9;73.94274;99.11593;B;C
R909412858;9;73.95168;99.11638;B;C
R909242150;9;73.96062;99.11683;B;C
R902202694;9;73.96956;99.11728;B;C
R902047024;9;73.97850;99.11773;B;C
R902182663;9;73.98744;99.11818;B;C
R902025389;9;73.99638;99.11863;B;C
R909830765;9;74.00532;99.11908;B;C
R902191254;9;74.01426;99.11953;B;C
R902278428;9;74.02320;99.11998;B;C
R909921947;9;74.03214;99.12043;B;C
R902183576;9;74.04108;99.12088;B;C
R909240425;9;74.05002;99.12133;B;C
R902107085;9;74.05896;99.12178;B;C
R909156360;9;74.06790;99.12223;B;C
R902240932;9;74.07684;99.12268;B;C
R902128642;9;74.08578;99.12313;B;C
R902182665;9;74.09472;99.12358;B;C
R902063252;9;74.10366;99.12403;B;C
R909077515;9;74.11260;99.12448;B;C
R902063818;9;74.12154;99.12493;B;C
R909426549;9;74.13048;99.12538;B;C
R902027353;9;74.13942;99.12583;B;C
R902130023;9;74.14836;99.12628;B;C
R902168650;9;74.15730;99.12673;B;C
R902299775;9;74.16624;99.12718;B;C
R902119725;9;74.17518;99.12763;B;C
R902289204;9;74.18412;99.12808;B;C
R902132571;9;74.19306;99.12853;B;C
R909431468;9;74.20200;99.12898;B;C
R909243253;9;74.21094;99.12943;B;C
R902228591;9;74.21988;99.12988;B;C
R902260775;9;74.22882;99.13033;B;C
R902037602;9;74.23776;99.13078;B;C
R902008390;9;74.24670;99.13123;B;C
R902254246;9;74.25564;99.13168;B;C
R902071157;9;74.26458;99.13213;B;C
R902097625;9;74.27352;99.13258;B;C
R902182186;9;74.28246;99.13303;B;C
R909416461;9;74.29140;99.13348;B;C
R902278190;9;74.30034;99.13393;B;C
R902650192;9;74.30928;99.13438;B;A
R909651598;9;74.31822;99.13483;B;C
R909242148;9;74.32716;99.13528;B;C
R902146740;9;74.33610;99.13573;B;C
R902074442;9;74.34504;99.13618;B;C
R909432199;9;74.35398;99.13663;B;C
R902280123;9;74.36292;99.13708;B;C
R909157715;9;74.37186;99.13753;B;C
R909439392;9;74.38080;99.13798;B;C
R913033228;9;74.38974;99.13843;B;C
R902119361;9;74.39868;99.13888;B;C
R902112571;9;74.40762;99.13933;B;C
R902095211;9;74.41656;99.13978;B;C
R909413532;9;74.42550;99.14023;B;C
R902102806;9;74.43444;99.14068;B;C
R909445711;9;74.44338;99.14113;B;C
R902252426;9;74.45232;99.14158;B;C
R909086491;9;74.46126;99.14203;B;C
R909830972;9;74.47020;99.14248;B;C
R909156483;9;74.47914;99.14293;B;C
R900716978;9;74.48808;99.14338;B;C
R902235559;9;74.49702;99.14383;B;C
R902067225;9;74.50596;99.14428;B;C
R909650892;9;74.51490;99.14473;B;C
R902152209;9;74.52384;99.14518;B;C
R902094841;9;74.53278;99.14563;B;C
R909440424;9;74.54172;99.14608;B;C
R902200641;9;74.55066;99.14653;B;C
R909409692;9;74.55960;99.14698;B;C
R909651267;9;74.56854;99.14743;B;C
R909156304;9;74.57748;99.14788;B;C
R909411983;9;74.58642;99.14833;B;C
R909074588;9;74.59536;99.14878;B;C
R902182652;9;74.60430;99.14923;B;C
R909651475;9;74.61324;99.14968;B;C
R902048728;9;74.62218;99.15013;B;C
R902126528;9;74.63112;99.15058;B;C
R902104908;9;74.64006;99.15103;B;C
R902227090;9;74.64900;99.15148;B;C
R909651167;9;74.65794;99.15193;B;C
R909651441;9;74.66688;99.15238;B;C
R902043528;9;74.67582;99.15283;B;C
R909439387;9;74.68476;99.15328;B;C
R902117578;9;74.69370;99.15373;B;C
R909424686;9;74.70264;99.15418;B;C
R902097845;9;74.71158;99.15463;B;C
R909157668;9;74.72052;99.15508;B;C
R902073242;9;74.72946;99.15553;B;C
R902182679;9;74.73840;99.15598;B;C
R902071206;9;74.74734;99.15643;B;C
R902131512;9;74.75628;99.15688;B;C
R902027518;9;74.76522;99.15733;B;C
